Word,Furigana,Meaning,Level
供,ども,を,N1
諭,さと,してやる 아이를 잘 타일러 주다,N1
悲,ひ,,N1
惨,さん,비참,N1
惨,さん,,N1
事,じ,참사,N1
残酷,ざんこく,잔혹,N1
無,む,,N1
惨,ざん,무참,N1
虐,ぎゃく,,N1
待,たい,학대,N1
虐,ぎゃく,,N1
殺,さつ,학살,N1
残,ざん,,N1
虐,ぎゃく,잔학,N1
翻訳,ほんやく,번역,N1
翻弄,ほんろう,번롱(농락함),N1
墜落,ついらく,추락,N1
撃墜,げきつい,격추,N1
失墜,しっつい,실추,N1
湖,こ,,N1
沼,しょう,호소(호수와 늪),N1
沼,ぬま,,N1
地,ち,늪지대,N1
部屋,へや,に,N1
据,す,える TV를 방에 설치하다,N1
赤,あか,ちゃんの,N1
首,くび,が,N1
据,す,わる 아기가 목을 가누다,N1
肥,ひ,,N1
満,まん,비만,N1
肥,ひ,,N1
沃,よく,비옥,N1
肥,ひ,,N1
料,りょう,비료,N1
肥,こ,えた,N1
土地,とち,비옥한 땅,N1
家,か,,N1
畜,ちく,を,N1
肥,こ,やす 가축을 살찌우다,N1
肥,こえ,비료/거름,N1
肥,こ,やし 비료/거름,N1
徐々,じょじょ,に 서서히/천천히,N1
徐行,じょこう,서행,N1
糖分,とうぶん,당분,N1
砂,さ,,N1
糖,とう,설탕,N1
搭載,とうさい,탑재,N1
搭,とう,,N1
乗,じょう,탑승,N1
矛,む,,N1
盾,じゅん,모순,N1
後,うし,ろ,N1
盾,だて,후원/뒷배/후원자,N1
脈,みゃく,,N1
絡,らく,맥락,N1
動,どう,,N1
脈,みゃく,동맥,N1
山,さん,,N1
脈,みゃく,산맥,N1
脈,みゃく,,N1
拍,はく,맥박,N1
滝口,たきぐち,폭포수가 떨어지기 시작하는 곳,N1
軌,き,,N1
道,どう,궤도,N1
軌,き,,N1
跡,せき,궤적,N1
常,じょう,,N1
軌,き,상궤,N1
土,ど,,N1
俵,ひょう,스모 경기장,N1
米,こめ,を,N1
俵,たわら,に,N1
詰,つ,める 쌀을 섬에 채워 넣다,N1
妨害,ぼうがい,방해,N1
摩,ま,,N1
擦,さつ,마찰,N1
擦,さっ,,N1
過,か,,N1
傷,しょう,찰과상,N1
捕,ほ,,N1
鯨,げい,포경(고래잡이),N1
捕,ほ,,N1
鯨船,げいせん,포경선,N1
鯨,くじら,고래,N1
荘,そう,,N1
重,ちょう,장중,N1
荘厳,そうごん,장엄,N1
別荘,べっそう,별장,N1
承,しょう,,N1
諾,だく,승낙,N1
唯々,いい,,N1
諾々,だくだく,유유낙낙(그저 네네하고 따르다),N1
雷,らい,,N1
雨,う,뇌우,N1
落雷,らくらい,낙뢰,N1
雷電,らいでん,뇌전(천둥번개),N1
雷,かみなり,천둥,N1
漂流,ひょうりゅう,표류,N1
漂,ひょう,,N1
白,はく,표백,N1
懐,かい,,N1
古,こ,회고,N1
懐妊,かいにん,회임(임신),N1
感懐,かんかい,감회,N1
勘案,かんあん,감안,N1
勘違,かんちが,い 착각,N1
勘,かん,でわかる 육감으로 알다,N1
栽培,さいばい,재배,N1
盆栽,ぼんさい,분재,N1
誘拐,ゆうかい,유괴,N1
無駄,むだ,쓸데없음,N1
駄目,だめ,헛됨/쓸모없음/안됨,N1
駄,だ,,N1
作,さく,졸작,N1
添,てん,,N1
加,か,첨가,N1
添,てん,,N1
付,ぷ,첨부,N1
添削,てんさく,첨삭,N1
金冠,きんかん,금관,N1
王冠,おうかん,왕관,N1
冠婚葬祭,かんこんそうさい,관혼상제,N1
冠,かんむり,をつける 관을 쓰다,N1
傾斜,けいしゃ,경사,N1
斜線,しゃせん,사선(빗금),N1
望遠,ぼうえん,,N1
鏡,きょう,망원경,N1
反射,はんしゃ,,N1
鏡,きょう,반사경,N1
鏡,きょう,,N1
台,だい,경대,N1
鏡,かがみ,거울,N1
眼鏡,めがね,안경,N1
放浪,ほうろう,방랑,N1
流,る,,N1
浪,ろう,유랑,N1
浪人,ろうにん,낭인,N1
浪,ろう,,N1
費,ひ,낭비,N1
亜,あ,,N1
鉛,えん,아연,N1
亜麻,あま,아마,N1
亜,あ,,N1
流,りゅう,아류,N1
東,とう,,N1
亜,あ,동아시아,N1
観覧,かんらん,관람,N1
遊覧,ゆうらん,유람,N1
一覧,いちらん,일람,N1
閲覧,えつらん,열람,N1
詐欺,さぎ,사기,N1
詐,さ,,N1
称,しょう,사칭,N1
詐,さ,,N1
取,しゅ,사취,N1
花,か,,N1
壇,だん,화단,N1
講壇,こうだん,강단,N1
仏壇,ぶつだん,불단,N1
祭壇,さいだん,제단,N1
壇,だん,,N1
上,じょう,단상,N1
土,ど,,N1
壇,たん,,N1
場,ば,に,N1
追,お,い,N1
込,こ,む 막다른 곳으로 몰아넣다,N1
武,ぶ,,N1
勲,くん,무훈,N1
勲,くん,,N1
章,しょう,훈장,N1
殊勲,しゅくん,수훈,N1
魔,ま,,N1
法,ほう,마법,N1
悪,あく,,N1
魔,ま,악마,N1
魔,ま,,N1
術,じゅつ,마술,N1
魔,ま,,N1
物,もの,마물/요괴,N1
報,ほう,,N1
酬,しゅう,보수,N1
応,おう,,N1
酬,しゅう,응수,N1
紫,し,,N1
外線,がいせん,자외선,N1
紫,むらさき,,N1
色,いろ,자색(보라색),N1
紋,もん,,N1
章,しょう,문장(집단을 상징하는 문양),N1
指,し,,N1
紋,もん,지문,N1
波,は,,N1
紋,もん,파문,N1
衣,い,,N1
料,りょう,,N1
品,ひん,を,N1
卸,おろ,す 의류품을 도매하다,N1
卸,おろし,,N1
値,ね,도맷값,N1
奮発,ふんぱつ,분발,N1
興奮,こうふん,흥분,N1
奮闘,ふんとう,분투,N1
欄干,らんかん,난간,N1
空欄,くうらん,공란,N1
広告欄,こうこくらん,광고란,N1
逸脱,いつだつ,일탈,N1
逸品,いっぴん,일품,N1
秀,しゅう,,N1
逸,いつ,수일(매우 뛰어남),N1
逸,いつ,,N1
話,わ,일화,N1
生,しょう,,N1
涯,がい,생애,N1
天涯,てんがい,천애(하늘 끝; 머나먼 타향),N1
天涯,てんがい,,N1
孤独,こじ,천애고아,N1
無,む,,N1
涯,がい,무애(끝이 없음),N1
開拓,かいたく,개척,N1
干拓,かんたく,간척,N1
拓本,たくほん,탁본,N1
眼,がん,,N1
球,きゅう,안구,N1
眼力,がんりき,안력,N1
眼光,がんこう,안광,N1
仏眼,ぶつげん,부처의 눈,N1
開眼,かいげん,개안/진리를 깨달음,N1
血,ち,,N1
眼,まなこ,혈안/충혈된 눈,N1
瓶,びん,병,N1
花,か,,N1
瓶,びん,꽃병,N1
魔,ま,,N1
法瓶,ほうびん,보온병,N1
地,じ,,N1
獄,ごく,지옥,N1
監獄,かんごく,감옥,N1
脱獄,だつごく,탈옥,N1
高,こう,,N1
尚,しょう,고상,N1
尚,しょう,,N1
古,こ,상고,N1
和,お,,N1
尚,しょう,화상(스님),N1
彫,ちょう,,N1
刻,こく,조각,N1
彫,ちょう,,N1
塑,そ,조소,N1
穏,おん,,N1
和,わ,온화,N1
平穏,へいおん,평온,N1
穏健,おんけん,온건,N1
穏当,おんとう,온당,N1
不,ふ,,N1
穏,おん,불온,N1
顕著,けんちょ,현저,N1
顕,けん,,N1
示,じ,현시,N1
顕現,けんげん,현현,N1
顕,けん,,N1
微,び,,N1
鏡,きょう,현미경,N1
巧,こう,,N1
妙,みょう,교묘,N1
技,ぎ,,N1
巧,こう,기교,N1
精巧,せいこう,정교,N1
矛,む,,N1
盾,じゅん,모순,N1
矛先,ほこさき,창끝/비난의 화살(방향),N1
垣,かき,울타리/담,N1
石垣,いしがき,돌담,N1
詐欺,さぎ,사기,N1
偽,いつわ,"る는 ""일, 사항""을 목적어로 하는 동사입니다.",N1
欺,あざむ,"く는 ""사람""을 목적어로 하는 동사입니다.",N1
釣,ちょう,,N1
魚,ぎょ,조어(낚시질),N1
鮒,ふな,を,N1
釣,つ,る 붕어를 낚다,N1
缶詰,かんづめ,통조림,N1
空,あ,き,N1
缶,かん,빈 깡통,N1
化,け,,N1
粧,しょう,화장,N1
隻眼,せきがん,척안(외눈),N1
一隻,いっせき,(배) 한 척,N1
静,せい,,N1
粛,しゅく,정숙(조용함),N1
粛,しゅく,,N1
清,せい,숙청,N1
粛,しゅく,,N1
然,ぜん,숙연,N1
厳,げん,,N1
粛,しゅく,엄숙,N1
愚,ぐ,,N1
昧,まい,우매,N1
愚,ぐ,,N1
鈍,どん,우둔,N1
愚,ぐ,,N1
問,もん,우문,N1
愚,ぐ,,N1
弟,てい,우제(자기 아우의 겸칭),N1
愚,ぐ,,N1
妻,さい,우처(자기 아내의 겸칭),N1
遭遇,そうぐう,조우,N1
遭難,そうなん,조난,N1
架,か,,N1
設,せつ,가설,N1
架,か,,N1
空,くう,가공,N1
書,しょ,,N1
架,か,서가,N1
川,かわ,に,N1
鉄,てっ,,N1
橋,きょう,を,N1
架,か,ける 강에 철교를 놓다,N1
橋,はし,が,N1
架,か,かる 다리가 놓이다,N1
悪,あっ,,N1
鬼,き,악귀,N1
鬼,き,,N1
畜,ちく,귀축,N1
鬼,き,,N1
才,さい,귀재,N1
鬼,おに,귀신,N1
鬼,おに,ごっこ 술래잡기,N1
庶民,しょみん,서민,N1
庶,しょ,,N1
務,む,서무,N1
幼,よう,,N1
稚,ち,유치,N1
稚,ち,,N1
拙,せつ,치졸,N1
滋,じ,,N1
養,よう,자양,N1
滋,じ,,N1
養,よう,,N1
強,きょう,,N1
壮剤,そうざい,자양강장제,N1
幻想,げんそう,환상,N1
夢,む,,N1
幻,げん,몽환,N1
幻覚,げんかく,환각,N1
幻惑,げんわく,환혹,N1
煮沸,しゃふつ,자비(펄펄 끓임),N1
姫,ひめ,아가씨/공주,N1
誓約,せいやく,서약,N1
宣誓,せんせい,선서,N1
天,てん,に,N1
誓,ちか,う 하늘에 맹세하다,N1
把,は,,N1
握,あく,파악,N1
把持,はじ,파지(꼭 붙잡음),N1
実践,じっせん,실천,N1
露,ろ,,N1
呈,てい,노정(드러냄),N1
贈呈,ぞうてい,증정,N1
献呈,けんてい,헌정,N1
疎,そ,,N1
外,がい,소외,N1
疎,そ,,N1
遠,えん,소원,N1
疎,そ,,N1
通,つう,소통,N1
意思疎,いしそ,,N1
通,つう,의사소통,N1
仰,ぎょう,,N1
天,てん,앙천(몹시 놀람/기겁을 함),N1
仰,ぎょう,,N1
視,し,앙시(우러러봄),N1
信仰,しんこう,신앙,N1
天,てん,を,N1
仰,あお,ぐ 하늘을 우러러보다,N1
旦,だん,,N1
那,な,,N1
様,さま,の,N1
仰,おお,せに,N1
従,したが,う 서방님의 분부에 따르다,N1
剛健,ごうけん,강건,N1
金剛,こんごう,금강,N1
疾患,しっかん,질환,N1
疾病,しっぺい,질병,N1
疾走,しっそう,질주,N1
征服,せいふく,정복,N1
遠征,えんせい,원정,N1
征伐,せいばつ,정벌,N1
粉砕,ふんさい,분쇄,N1
砕,さい,,N1
氷,ひょう,,N1
船,せん,쇄빙선,N1
童謡,どうよう,동요,N1
民謡,みんよう,민요,N1
歌,か,,N1
謡,よう,가요,N1
転,てん,,N1
嫁,か,전가,N1
嫁,か,する 시집가다,N1
嫁,よめ,새신부/아내/며느리,N1
嫁,よめ,をもらう 아내를 맞아들이다,N1
娘,むすめ,を,N1
嫁,とつ,がせる 딸을 시집보내다,N1
謙遜,けんそん,겸손,N1
謙,けん,,N1
譲,じょう,겸양,N1
謙虚,けんきょ,겸허,N1
皇后,こうごう,황후,N1
母,ぼ,,N1
后,こう,황태후,N1
驚,きょう,,N1
嘆,たん,경탄,N1
感嘆,かんたん,감탄,N1
悲,ひ,,N1
嘆,たん,비탄,N1
嘆息,たんそく,탄식,N1
痛嘆,つうたん,통탄,N1
細菌,さいきん,세균,N1
菌類,きんるい,균류,N1
殺菌,さっきん,살균,N1
鎌,かま,낫,N1
鎌倉,かまくら,,N1
時,じ,,N1
代,だい,카마쿠라 시대,N1
精巣,せいそう,정소,N1
卵巣,らんそう,난소,N1
巣窟,そうくつ,소굴,N1
蜂,はち,の,N1
巣,す,"벌집, ツバメの",N1
巣,す,제비집,N1
頻,ひん,,N1
度,ど,빈도,N1
頻発,ひんぱつ,빈발,N1
頻繁,ひんぱん,빈번,N1
弾琴,だんきん,탄금,N1
七弦琴,しちげんきん,칠현금,N1
琴,こと,거문고,N1
班,はん,,N1
長,ちょう,반장,N1
班員,はんいん,반원,N1
班,はん,반/조/그룹,N1
本棚,ほんだな,책장/서가,N1
純,じゅん,,N1
潔,けつ,순결,N1
潔白,けっぱく,결백,N1
高潔,こうけつ,고결,N1
簡潔,かんけつ,간결,N1
苛,か,,N1
酷,こく,가혹,N1
残酷,ざんこく,잔혹,N1
冷酷,れいこく,냉혹,N1
酷,こく,,N1
使,し,혹사,N1
主宰,しゅさい,주재,N1
宰,さい,,N1
相,しょう,재상,N1
回廊,かいろう,회랑,N1
画,が,,N1
廊,ろう,화랑,N1
廊,ろう,,N1
下,か,복도,N1
静,せい,,N1
寂,じゃく,정적,N1
閑,かん,,N1
寂,じゃく,한적,N1
入寂,にゅうじゃく,입적(승려가 죽음),N1
寂々,せきせき,적적,N1
伏線,ふくせん,복선,N1
起,き,,N1
伏,ふく,기복,N1
潜伏,せんぷく,잠복,N1
碁,ご,,N1
石,いし,바둑돌,N1
碁,ご,,N1
盤,ばん,바둑판,N1
民俗,みんぞく,민속,N1
俗説,ぞくせつ,속설,N1
俗,ぞく,,N1
語,ご,속어,N1
低俗,ていぞく,저속,N1
風俗,ふうぞく,풍속/매춘,N1
砂,さ,,N1
漠,ばく,사막,N1
漠然,ばくぜん,막연,N1
広漠,こうばく,광막(넓고 아득함),N1
邪悪,じゃあく,사악,N1
邪,じゃ,,N1
魔,ま,방해,N1
邪道,じゃどう,사도(올바르지 못한 길),N1
風邪,かぜ,감기,N1
結,けっ,,N1
晶,しょう,결정,N1
水,すい,,N1
晶,しょう,수정,N1
白墨,はくぼく,백묵(분필),N1
水墨,すいぼく,,N1
画,が,수묵화,N1
墨,すみ,,N1
絵,え,수묵화,N1
入,い,れ,N1
墨,ずみ,문신,N1
鎮圧,ちんあつ,진압,N1
鎮,ちん,,N1
火,か,진화,N1
鎮静,ちんせい,진정,N1
鎮痛剤,ちんつうざい,진통제,N1
暴動,ぼうどう,が,N1
鎮,しず,まる 폭동이 진정되다,N1
痛,いた,みを,N1
鎮,しず,める 통증을 가라앉히다,N1
洞察,どうさつ,통찰,N1
洞窟,どうくつ,동굴,N1
空洞,くうどう,공동,N1
洞穴,ほらあな,동굴,N1
履,り,,N1
歴,れき,이력,N1
履,り,,N1
行,こう,이행,N1
履,り,,N1
修,しゅう,이수,N1
靴,くつ,を,N1
履,は,く 구두를 신다,N1
劣等,れっとう,열등,N1
優劣,ゆうれつ,우열,N1
卑,ひ,,N1
劣,れつ,비열,N1
旦,だん,,N1
那,な,,N1
様,さま,서방님/어르신,N1
刹,せつ,,N1
那,な,찰나,N1
殴,おう,,N1
打,だ,구타,N1
一方的,いっぽうてき,に,N1
殴,なぐ,る 일방적으로 때리다,N1
妊娠,にんしん,임신,N1
奉,ほう,,N1
仕,し,봉사,N1
信奉,しんぽう,신봉,N1
奉納,ほうのう,봉납,N1
奉,ぶ,,N1
行,ぎょう,봉행(명을 받들어 일을 행하는 것),N1
神,かみ,にお,N1
供,そな,えを,N1
奉,たてまつ,る 신에게 제물을 바치다,N1
憂鬱,ゆううつ,우울,N1
憂慮,ゆうりょ,우려,N1
憂,ゆう,,N1
愁,しゅう,우수,N1
素,そ,,N1
朴,ぼく,소박,N1
純,じゅん,,N1
朴,ぼく,순박,N1
亭主,ていしゅ,남편/집주인,N1
料,りょう,,N1
亭,てい,요정(고급 일식점),N1
怪,かい,,N1
獣,じゅう,괴수,N1
奇,き,,N1
怪,かい,기괴,N1
怪談,かいだん,괴담,N1
怪,あや,しい,N1
奴,やつ,だ 아무래도 수상한 놈이다,N1
変,へん,な,N1
奴,やつ,だと,N1
怪,あや,しむ 이상한 녀석이라고 수상히 여기다,N1
心酔,しんすい,심취,N1
麻,ま,,N1
酔,すい,마취,N1
泥酔,でいすい,만취,N1
酔,よ,って,N1
管,くだ,を,N1
巻,ま,く 술에 취해 횡설수설하다,N1
惜敗,せきはい,석패,N1
惜別,せきべつ,석별,N1
哀惜,あいせき,애석/애도,N1
収,しゅう,,N1
穫,かく,수확,N1
佳,か,,N1
人,じん,가인(미녀),N1
佳,か,,N1
作,さく,가작,N1
潤,じゅん,,N1
沢,たく,윤택,N1
潤,じゅん,,N1
滑,かつ,윤활,N1
利,り,,N1
潤,じゅん,이윤,N1
哀悼,あいとう,애도,N1
追悼,ついとう,추도,N1
犠,ぎ,,N1
牲者,せいしゃ,を,N1
悼,いた,む 희생자를 애도하다,N1
欠乏,けつぼう,결핍,N1
貧乏,びんぼう,빈핍(가난함),N1
該博,がいはく,해박,N1
該当,がいとう,해당,N1
当該,とうがい,당해,N1
赴,ふ,,N1
任,にん,부임,N1
桑園,そうえん,뽕나무 밭,N1
桑,くわ,,N1
畑,ばたけ,뽕나무 밭,N1
骨髄,こつずい,골수,N1
脳髄,のうずい,뇌수,N1
真髄,しんずい,진수,N1
虎,こ,,N1
穴,けつ,호랑이 굴,N1
猛,もう,,N1
虎,こ,맹호,N1
虎,とら,の,N1
皮,かわ,호랑이 가죽,N1
盆栽,ぼんさい,분재,N1
盆,ぼん,,N1
地,ち,분지,N1
出,しゅっ,,N1
穂,すい,,N1
期,き,출수기(벼/보리 등의 이삭이 나오는 시기),N1
稲,いな,,N1
穂,ほ,벼이삭,N1
壮大,そうだい,장대,N1
勇壮,ゆうそう,웅장,N1
壮烈,そうれつ,장렬,N1
壮丁,そうてい,장정,N1
堤防,ていぼう,제방,N1
堤,つつみ,제방/둑,N1
飢餓,きが,기아,N1
傍観,ぼうかん,방관,N1
傍,ぼう,,N1
聴,ちょう,방청,N1
路,ろ,,N1
傍,ぼう,노방(길가),N1
免疫,めんえき,면역,N1
検疫,けんえき,검역,N1
疫,えき,,N1
病,びょう,역병,N1
疫,やく,,N1
病,びょう,,N1
神,がみ,역병신,N1
累積,るいせき,누적,N1
累計,るいけい,누계,N1
白,はく,,N1
痴,ち,백치,N1
白,はく,,N1
痴美,ちび,백치미,N1
痴,ち,,N1
情,じょう,치정,N1
搬,はん,,N1
入,にゅう,반입,N1
搬,はん,,N1
出,しゅつ,반출,N1
運搬,うんぱん,운반,N1
治癒,ちゆ,치유,N1
快,かい,,N1
癒,ゆ,쾌유,N1
心,こころ,の,N1
傷,きず,が,N1
癒,い,える 마음의 상처가 낫다,N1
可,か,,N1
愛,わい,い,N1
嫁,よめ,に,N1
癒,い,やされる 귀여운 아내에게 치유받다,N1
寸法,すんぽう,치수,N1
寸前,すんぜん,직전/바로 앞,N1
外郭,がいかく,외곽,N1
輪郭,りんかく,윤곽,N1
城,じょう,,N1
郭,かく,성곽,N1
排,はい,,N1
尿,にょう,배뇨,N1
尿,にょう,,N1
意,い,요의,N1
尿,にょう,,N1
道,どう,요도,N1
凶,きょう,,N1
悪,あく,흉악,N1
凶,きょう,,N1
暴,ぼう,흉폭,N1
元,げん,,N1
凶,きょう,원흉,N1
吐,と,,N1
血,けつ,토혈,N1
吐露,とろ,토로,N1
食,た,べたものを,N1
吐,は,く 먹은 것을 토하다,N1
宴会,えんかい,연회,N1
酒宴,しゅえん,주연(술잔치),N1
賓,ひん,,N1
客,きゃく,빈객,N1
貴,き,,N1
賓,ひん,귀빈,N1
主賓,しゅひん,주빈,N1
捕,ほ,,N1
虜,りょ,포로,N1
虜,りょ,,N1
囚,しゅう,노수(포로),N1
陶,とう,,N1
器,き,도기,N1
陶工,とうこう,도공,N1
陶酔,とうすい,도취,N1
鐘,しょう,,N1
楼,ろう,종루,N1
警,けい,,N1
鐘,しょう,경종,N1
鐘,かね,종,N1
鐘,かね,の,N1
音,おと,종소리,N1
遺,い,,N1
憾,かん,유감,N1
磁,じ,,N1
石,しゃく,자석,N1
磁気,じき,자기,N1
磁,じ,,N1
力,りょく,자력,N1
弥,び,,N1
縫策,ほうさく,미봉책,N1
弥,び,,N1
漫,まん,(기분/풍조 등이)널리 퍼짐,N1
弥,み,,N1
勒,ろく,미륵,N1
阿弥陀,あみだ,아미타,N1
南無阿弥陀,なむあみだ,,N1
仏,ぶつ,나무아미타불,N1
弥,や,,N1
生,よい,야요이(일본 역사 용어)/음력 3월,N1
昆,こん,,N1
虫,ちゅう,곤충,N1
昆,こん,,N1
布,ぶ,다시마,N1
後昆,こうこん,후손/자손,N1
粗,そ,,N1
雑,ざつ,조잡,N1
粗,そ,,N1
末,まつ,조잡함/허술함,N1
粗,そ,,N1
品,しな,변변치 못한 물건(선물의 겸칭),N1
訂正,ていせい,정정,N1
改訂版,かいていばん,개정판,N1
発,はつ,,N1
芽,が,발아,N1
麦,ばく,,N1
芽,が,맥아(엿기름),N1
新,しん,,N1
芽,め,새싹,N1
芽生,めば,え 싹틈/움틈/발아,N1
落,らっ,,N1
下,か,,N1
傘,さん,낙하산,N1
傘,さん,,N1
下,か,산하,N1
傘,かさ,우산,N1
騎馬,きば,기마,N1
騎馬,きば,,N1
戦,せん,기마전,N1
騎,き,,N1
兵,へい,기병,N1
安寧,あんねい,안녕,N1
丁寧,ていねい,정중함,N1
循,じゅん,,N1
環,かん,순환,N1
悪,あく,,N1
循,じゅん,,N1
環,かん,악순환,N1
堪忍,かんにん,참고 견딤,N1
忍耐,にんたい,인내,N1
忍,にん,,N1
苦,く,인고,N1
怠慢,たいまん,태만,N1
倦怠,けんたい,권태,N1
怠,たい,,N1
惰,だ,게으름,N1
怠,おこた,"る는 ""중대한 책임이나 의무를 게을리하다""라는 뉘앙스가 조금 더 강합니다.",N1
怠,なま,"ける는 ""개인적인 일(방 청소, 연습 등)을 게을리하다""라는 뉘앙스가 조금 더 강합니다.",N1
欠如,けつじょ,결여,N1
如実,にょじつ,여실,N1
如来,にょらい,여래,N1
寮,りょう,기숙사,N1
寮,りょう,,N1
生活,せいかつ,기숙사 생활,N1
寮,りょう,,N1
生,せい,기숙사생,N1
鉛筆,えんぴつ,연필,N1
亜,あ,,N1
鉛,えん,아연,N1
黒鉛,こくえん,흑연,N1
鉛,なまり,납,N1
真珠,しんじゅ,진주,N1
珠算,しゅざん,주산,N1
凝,ぎょう,,N1
固,こ,응고,N1
凝,ぎょう,,N1
結,けつ,응결,N1
凝,ぎょう,,N1
視,し,응시,N1
育,いく,,N1
苗,びょう,육묘(모종을 기름),N1
種,しゅ,,N1
苗,びょう,종묘(씨앗과 모종),N1
苗,なえ,,N1
木,ぎ,묘목,N1
苗代,なわしろ,못자리,N1
猛,もう,,N1
獣,じゅう,맹수,N1
野,や,,N1
獣,じゅう,야수,N1
怪,かい,,N1
獣,じゅう,괴수,N1
獣,けもの,짐승,N1
獣,けもの,,N1
道,みち,숲 속에 난 짐승마다의 특유한 길,N1
哀悼,あいとう,애도,N1
哀,あい,,N1
愁,しゅう,애수,N1
哀願,あいがん,애원,N1
悲,ひ,,N1
哀,あい,비애,N1
跳,ちょう,,N1
躍,やく,도약,N1
巨,きょ,,N1
匠,しょう,거장,N1
師,し,,N1
匠,しょう,스승,N1
垂,すい,,N1
直,ちょく,수직,N1
懸垂,けんすい,현수,N1
大蛇,だいじゃ,큰 뱀,N1
蛇口,じゃぐち,수도꼭지,N1
蛇,だ,,N1
足,そく,사족(군더더기),N1
竜,りゅう,,N1
頭,とう,,N1
蛇尾,だび,용두사미,N1
毒蛇,どくへび,독사,N1
清,せい,,N1
澄,ちょう,청징(맑고 깨끗함),N1
裁縫,さいほう,재봉,N1
縫製,ほうせい,봉제,N1
縫合,ほうごう,봉합,N1
綻,ほころ,びを,N1
縫,ぬ,う 터진 곳을 꿰매다,N1
僧侶,そうりょ,승려,N1
高僧,こうそう,고승,N1
僧,そう,,N1
正,じょう,승정,N1
幾何,きか,,N1
学,がく,기하학,N1
幾,いく,つ 몇 개/몇 살,N1
幾,いく,ら 얼마/얼마나,N1
眺,ちょう,,N1
望,ぼう,조망/전망,N1
唐辛,とうがら,,N1
子,し,고추,N1
唐突,とうとつ,뜻밖/돌연,N1
荒唐,こうとう,황당,N1
唐草,からくさ,,N1
模,も,,N1
様,よう,당초 무늬,N1
呉,ご,,N1
越同,えつどう,,N1
舟,しゅう,오월동주,N1
平凡,へいぼん,평범,N1
凡人,ぼんじん,범인(평범한 사람),N1
非,ひ,,N1
凡,ぼん,비범,N1
凡例,はんれい,범례,N1
休,きゅう,,N1
憩,けい,휴게,N1
快適,かいてき,な,N1
憩,いこ,いの,N1
場,ば,쾌적한 휴식처,N1
憩,いこ,う,N1
間,ま,もない 쉴 틈도 없다,N1
淑,しゅく,,N1
媛,えん,숙원(숙녀),N1
愛,え,,N1
媛県,ひめけん,에히메 현(일본의 지명),N1
下,げ,,N1
水溝,すいこう,하수구,N1
排水溝,はいすいこう,배수구,N1
溝川,みぞがわ,도랑/개천,N1
恭順,きょうじゅん,공순(순종),N1
恭,きょう,,N1
敬,けい,공경,N1
睡眠,すいみん,수면,N1
昏睡,こんすい,혼수,N1
熟,じゅく,,N1
睡,すい,푹 잠,N1
錯覚,さっかく,착각,N1
錯,さく,,N1
誤,ご,착오,N1
錯乱,さくらん,착란,N1
伯,はく,,N1
父,ふ,백부,N1
伯,はく,,N1
仲,ちゅう,백중(세력이 팽팽함),N1
画,が,,N1
伯,はく,화백,N1
穀物,こくもつ,곡물,N1
脱穀,だっこく,탈곡,N1
穀倉,こくそう,곡창,N1
陵,りょう,,N1
墓,ぼ,능묘,N1
丘陵,きゅうりょう,구릉,N1
陵辱,りょうじょく,능욕,N1
陵,みささぎ,능,N1
濃,のう,,N1
霧,む,농무(짙은 안개),N1
雲,うん,,N1
霧,む,운무,N1
噴,ふん,,N1
霧器,むき,분무기,N1
霧雨,きりさめ,안개비,N1
霧雲,きりぐも,안개구름(산에 낮게 떠도는 구름),N1
霊魂,れいこん,영혼,N1
心魂,しんこん,심혼,N1
闘魂,とうこん,투혼,N1
魂,たましい,영혼,N1
大和,やまと,,N1
魂,だましい,야마토 정신(일본 고유의 정신),N1
弊害,へいがい,폐해,N1
疲,ひ,,N1
弊,へい,피폐,N1
弊,へい,,N1
習,しゅう,폐습,N1
王,おう,,N1
妃,ひ,왕비,N1
正,せい,,N1
妃,ひ,정비(임금의 정처),N1
皇,こう,,N1
妃,ひ,황비(황후),N1
船舶,せんぱく,선박,N1
飢餓,きが,기아,N1
餓死,がし,아사,N1
餓鬼,がき,아귀,N1
窮,きゅう,,N1
乏,ぼう,궁핍,N1
窮,きゅう,,N1
地,ち,궁지,N1
困,こん,,N1
窮,きゅう,곤궁,N1
窮,きゅう,,N1
屈,くつ,갑갑함/답답함,N1
貧困,ひんこん,を,N1
窮,きわ,める,N1
生活,せいかつ,극도로 빈곤한 생활,N1
彼,かれ,の,N1
欲,よく,は,N1
窮,きわ,まるところを,N1
知,し,らない 그의 욕심은 끝을 모른다,N1
掌,しょう,,N1
握,あく,장악,N1
合,がっ,,N1
掌,しょう,합장,N1
美,び,,N1
麗,れい,미려,N1
華,か,,N1
麗,れい,화려,N1
美辞,びじ,,N1
麗,れい,,N1
句,く,미사여구,N1
麗,うるわ,しい,N1
眺,なが,め 아름다운 경치,N1
悪,あく,,N1
臭,しゅう,악취,N1
口,こう,,N1
臭,しゅう,구취,N1
臭,くさ,い,N1
息,いき,구린내 나는 입김,N1
臭,にお,う 화장실 냄새가 나다,N1
喜,き,,N1
悦,えつ,희열,N1
悦楽,えつらく,열락,N1
白刃,はくじん,백인(빼어든 칼날),N1
凶,きょう,,N1
刃,じん,흉인(살인에 쓰는 칼),N1
自,じ,,N1
刃,じん,자인(칼로 자살함),N1
刃,は,,N1
物,もの,날붙이,N1
