Word,Furigana,Meaning,Level
回廊,かいろう,회랑,etc
画廊,がろう,화랑,etc
廊下,ろうか,복도,N4
静寂,せいじゃく,정적,etc
閑寂,かんじゃく,한적,etc
入寂,にゅうじゃく,입적(승려가 죽음),etc
寂々,せきせき,적적,etc
伏線,ふくせん,복선,etc
起伏,きふく,기복,N1
潜伏,せんぷく,잠복,etc
碁石,ごいし,바둑돌,etc
碁盤,ごばん,바둑판,N1
民俗,みんぞく,민속,N1
俗説,ぞくせつ,속설,etc
俗語,ぞくご,속어,etc
低俗,ていぞく,저속,etc
風俗,ふうぞく,풍속/매춘,N1
砂漠,さばく,사막,N2
漠然,ばくぜん,막연,N1
広漠,こうばく,광막(넓고 아득함),etc
邪悪,じゃあく,사악,etc
邪魔,じゃま,방해,N4
邪道,じゃどう,사도(올바르지 못한 길),etc
風邪,かぜ,감기,N5
結晶,けっしょう,결정,N1
水晶,すいしょう,수정,etc
白墨,はくぼく,백묵(분필),etc
水墨画,すいぼくが,수묵화,etc
墨絵,すみえ,수묵화,etc
鎮圧,ちんあつ,진압,etc
鎮火,ちんか,진화,etc
鎮静,ちんせい,진정,etc
鎮痛剤,ちんつうざい,진통제,etc
洞察,どうさつ,통찰,etc
洞窟,どうくつ,동굴,etc
空洞,くうどう,공동,etc
洞穴,ほらあな,동굴,etc
履歴,りれき,이력,N1
履行,りこう,이행,etc
履修,りしゅう,이수,etc
劣等,れっとう,열등,etc
優劣,ゆうれつ,우열,etc
卑劣,ひれつ,비열,etc
旦那様,だんなさま,서방님/어르신,etc
刹那,せつな,찰나,etc
殴打,おうだ,구타,etc
妊娠,にんしん,임신,N1
奉仕,ほうし,봉사,N1
信奉,しんぽう,신봉,etc
奉納,ほうのう,봉납,etc
奉行,ぶぎょう,봉행(명을 받들어 일을 행하는 것),etc
憂鬱,ゆううつ,우울,N1
憂慮,ゆうりょ,우려,N1
憂愁,ゆうしゅう,우수,etc
素朴,そぼく,소박,N2
純朴,じゅんぼく,순박,etc
亭主,ていしゅ,남편/집주인,etc
料亭,りょうてい,요정(고급 일식점),etc
怪獣,かいじゅう,괴수,N1
奇怪,きかい,기괴,etc
怪談,かいだん,괴담,N1
心酔,しんすい,심취,etc
麻酔,ますい,마취,N1
泥酔,でいすい,만취,etc
惜敗,せきはい,석패,etc
惜別,せきべつ,석별,etc
哀惜,あいせき,애석/애도,etc
収穫,しゅうかく,수확,N2
佳人,かじん,가인(미녀),etc
佳作,かさく,가작,etc
潤沢,じゅんたく,윤택,etc
潤滑,じゅんかつ,윤활,etc
利潤,りじゅん,이윤,N1
哀悼,あいとう,애도,etc
追悼,ついとう,추도,etc
欠乏,けつぼう,결핍,N1
貧乏,びんぼう,빈핍(가난함),N1
該博,がいはく,해박,etc
該当,がいとう,해당,N1
当該,とうがい,당해,etc
赴任,ふにん,부임,N1
桑園,そうえん,뽕나무 밭,etc
桑畑,くわばたけ,뽕나무 밭,etc
骨髄,こつずい,골수,etc
脳髄,のうずい,뇌수,etc
真髄,しんずい,진수,etc
虎穴,こけつ,호랑이 굴,etc
猛虎,もうこ,맹호,etc
盆栽,ぼんさい,분재,etc
盆地,ぼんち,분지,N2
出穂期,しゅっすいき,출수기(벼/보리 등의 이삭이 나오는 시기),etc
稲穂,いなほ,벼이삭,etc
壮大,そうだい,장대,N1
勇壮,ゆうそう,웅장,etc
壮烈,そうれつ,장렬,etc
壮丁,そうてい,장정,etc
堤防,ていぼう,제방,N1
堤,つつみ,제방/둑,etc
飢餓,きが,기아,etc
傍観,ぼうかん,방관,etc
傍聴,ぼうちょう,방청,etc
路傍,ろぼう,노방(길가),etc
免疫,めんえき,면역,N2
検疫,けんえき,검역,etc
疫病,えきびょう,역병,etc
疫病神,やくびょうがみ,역병신,etc
累積,るいせき,누적,etc
累計,るいけい,누계,etc
白痴,はくち,백치,etc
白痴美,はくちび,백치미,etc
痴情,ちじょう,치정,etc
搬入,はんにゅう,반입,etc
搬出,はんしゅつ,반출,etc
運搬,うんぱん,운반,N1
治癒,ちゆ,치유,etc
快癒,かいゆ,쾌유,etc
寸法,すんぽう,치수,N2
寸前,すんぜん,직전/바로 앞,N1
外郭,がいかく,외곽,etc
輪郭,りんかく,윤곽,etc
城郭,じょうかく,성곽,etc
排尿,はいにょう,배뇨,etc
尿意,にょうい,요의,etc
尿道,にょうどう,요도,etc
凶悪,きょうあく,흉악,etc
凶暴,きょうぼう,흉폭,etc
元凶,げんきょう,원흉,etc
吐血,とけつ,토혈,etc
吐露,とろ,토로,etc
宴会,えんかい,연회,N3
酒宴,しゅえん,주연(술잔치),etc
賓客,ひんきゃく,빈객,etc
貴賓,きひん,귀빈,etc
主賓,しゅひん,주빈,etc
捕虜,ほりょ,포로,N1
虜囚,りょしゅう,노수(포로),etc
陶器,とうき,도기,N1
陶工,とうこう,도공,etc
陶酔,とうすい,도취,etc
鐘楼,しょうろう,종루,etc
警鐘,けいしょう,경종,etc
鐘,かね,종,N2
遺憾,いかん,유감,N1
磁石,じしゃく,자석,N2
磁気,じき,자기,N1
磁力,じりょく,자력,etc
弥縫策,びほうさく,미봉책,etc
弥漫,びまん,(기분/풍조 등이)널리 퍼짐,etc
弥勒,みろく,미륵,etc
阿弥陀,あみだ,아미타,etc
南無阿弥陀仏,なむあみだぶつ,나무아미타불,etc
弥生,やよい,야요이(일본 역사 용어)/음력 3월,etc
昆虫,こんちゅう,곤충,N1
昆布,こんぶ,다시마,etc
後昆,こうこん,후손/자손,etc
粗雑,そざつ,조잡,etc
粗末,そまつ,조잡함/허술함,N2
粗品,そしな,변변치 못한 물건(선물의 겸칭),etc
訂正,ていせい,정정,N1
改訂版,かいていばん,개정판,etc
発芽,はつが,발아,N1
麦芽,ばくが,맥아(엿기름),etc
新芽,しんめ,새싹,etc
芽生え,めばえ,싹틈/움틈/발아,etc
落下傘,らっかさん,낙하산,etc
傘下,さんか,산하,etc
傘,かさ,우산,N5
騎馬,きば,기마,etc
騎馬戦,きばせん,기마전,etc
騎兵,きへい,기병,etc
安寧,あんねい,안녕,etc
丁寧,ていねい,정중함,N4
循環,じゅんかん,순환,N1
悪循環,あくじゅんかん,악순환,N1
堪忍,かんにん,참고 견딤,etc
忍耐,にんたい,인내,N1
忍苦,にんく,인고,etc
怠慢,たいまん,태만,N1
倦怠,けんたい,권태,etc
怠惰,たいだ,게으름,N1
怠る,おこたる,게으름을 피우다/방심하다/좀 나아지다,N1
怠ける,なまける,게으름 피우다/기운이 없어지다/무디어지다,N3
欠如,けつじょ,결여,N1
如実,にょじつ,여실,etc
如来,にょらい,여래,etc
寮,りょう,기숙사,N2
寮生活,りょうせいかつ,기숙사 생활,etc
寮生,りょうせい,기숙사생,etc
鉛筆,えんぴつ,연필,N5
亜鉛,あえん,아연,etc
黒鉛,こくえん,흑연,etc
鉛,なまり,납,N1
真珠,しんじゅ,진주,N1
珠算,しゅざん,주산,etc
凝固,ぎょうこ,응고,etc
凝結,ぎょうけつ,응결,etc
凝視,ぎょうし,응시,etc
育苗,いくびょう,육묘(모종을 기름),etc
種苗,しゅびょう,종묘(씨앗과 모종),etc
苗木,なえぎ,묘목,etc
苗代,なわしろ,못자리,etc
猛獣,もうじゅう,맹수,etc
野獣,やじゅう,야수,etc
怪獣,かいじゅう,괴수,N1
獣,けもの,짐승,N1
獣道,けものみち,숲 속에 난 짐승마다의 특유한 길,etc
哀悼,あいとう,애도,etc
哀愁,あいしゅう,애수,etc
哀願,あいがん,애원,etc
悲哀,ひあい,비애,etc
跳躍,ちょうやく,도약,etc
巨匠,きょしょう,거장,etc
師匠,ししょう,스승,etc
垂直,すいちょく,수직,N2
懸垂,けんすい,현수,etc
大蛇,だいじゃ,큰 뱀,etc
蛇口,じゃぐち,수도꼭지,N3
蛇足,だそく,사족(군더더기),etc
竜頭蛇尾,りゅうとうだび,용두사미,etc
毒蛇,どくへび,독사,etc
清澄,せいちょう,청징(맑고 깨끗함),etc
裁縫,さいほう,재봉,N2
縫製,ほうせい,봉제,etc
縫合,ほうごう,봉합,etc
僧侶,そうりょ,승려,etc
高僧,こうそう,고승,etc
僧正,そうじょう,승정,etc
幾何学,きかがく,기하학,etc
幾つ,いくつ,몇 개/몇 살,N5
幾ら,いくら,얼마/얼마나,N5
眺望,ちょうぼう,조망/전망,etc
唐辛子,とうがらし,고추,etc
唐突,とうとつ,뜻밖/돌연,etc
荒唐,こうとう,황당,etc
唐草模様,からくさもよう,당초 무늬,etc
呉越同舟,ごえつどうしゅう,오월동주,etc
平凡,へいぼん,평범,N3
凡人,ぼんじん,범인(평범한 사람),etc
非凡,ひぼん,비범,etc
凡例,はんれい,범례,etc
休憩,きゅうけい,휴게,N3
淑媛,しゅくえん,숙원(숙녀),etc
愛媛県,えひめけん,에히메 현(일본의 지명),etc
下水溝,げすいこう,하수구,etc
排水溝,はいすいこう,배수구,etc
溝川,みぞがわ,도랑/개천,etc
恭順,きょうじゅん,공순(순종),etc
恭敬,きょうけい,공경,etc
睡眠,すいみん,수면,N3
昏睡,こんすい,혼수,etc
熟睡,じゅくすい,푹 잠,etc
錯覚,さっかく,착각,N1
錯誤,さくご,착오,N1
錯乱,さくらん,착란,etc
伯父,はくふ,백부,etc
伯仲,はくちゅう,백중(세력이 팽팽함),etc
画伯,がはく,화백,etc
穀物,こくもつ,곡물,N2
脱穀,だっこく,탈곡,etc
穀倉,こくそう,곡창,etc
陵墓,りょうぼ,능묘,etc
丘陵,きゅうりょう,구릉,N1
陵辱,りょうじょく,능욕,etc
陵,みささぎ,능,etc
濃霧,のうむ,농무(짙은 안개),etc
雲霧,うんむ,운무,etc
噴霧器,ふんむき,분무기,etc
霧雨,きりさめ,안개비,etc
霧雲,きりぐも,안개구름(산에 낮게 떠도는 구름),etc
霊魂,れいこん,영혼,etc
心魂,しんこん,심혼,etc
闘魂,とうこん,투혼,etc
魂,たましい,영혼,N1
大和魂,やまとだましい,야마토 정신(일본 고유의 정신),etc
弊害,へいがい,폐해,etc
疲弊,ひへい,피폐,etc
弊習,へいしゅう,폐습,etc
王妃,おうひ,왕비,etc
正妃,せいひ,정비(임금의 정처),etc
皇妃,こうひ,황비(황후),etc
船舶,せんぱく,선박,N1
飢餓,きが,기아,etc
餓死,がし,아사,etc
餓鬼,がき,아귀,etc
窮乏,きゅうぼう,궁핍,N1
窮地,きゅうち,궁지,etc
困窮,こんきゅう,곤궁,etc
窮屈,きゅうくつ,갑갑함/답답함,N1
掌握,しょうあく,장악,etc
合掌,がっしょう,합장,etc
美麗,びれい,미려,etc
華麗,かれい,화려,etc
美辞麗句,びじれいく,미사여구,etc
悪臭,あくしゅう,악취,N1
口臭,こうしゅう,구취,etc
臭う,におう,냄새가 나다/악취가 나다/낌새가 풍기다,etc
喜悦,きえつ,희열,etc
悦楽,えつらく,열락,etc
白刃,はくじん,백인(빼어든 칼날),etc
凶刃,きょうじん,흉인(살인에 쓰는 칼),etc
自刃,じじん,자인(칼로 자살함),etc
刃物,はもの,날붙이,etc
両刃,りょうば,양날,etc
捕縛,ほばく,포박,etc
束縛,そくばく,속박,N1
陽暦,ようれき,양력,etc
陰暦,いんれき,음력,etc
暦法,れきほう,역법,etc
西暦,せいれき,서력,N2
適宜,てきぎ,적의(적당),N1
便宜,べんぎ,편의,N1
時宜,じぎ,시의(적절한 때),etc
盲信,もうしん,맹신,etc
色盲,しきもう,색맹,etc
文盲,もんもう,문맹,etc
盲目,もうもく,맹목,etc
純粋,じゅんすい,순수,N2
精粋,せいすい,정수(가장 순수하고 좋은 부분),etc
抜粋,ばっすい,발췌,N1
屈辱,くつじょく,굴욕,etc
侮辱,ぶじょく,모욕,N1
恥辱,ちじょく,치욕,etc
雪辱,せつじょく,설욕,etc
管轄,かんかつ,관할,etc
直轄,ちょっかつ,직할,etc
類人猿,るいじんえん,유인원,etc
猿,さる,원숭이,N3
弦楽器,げんがっき,현악기,etc
管弦楽,かんげんがく,관현악,etc
上弦,じょうげん,상현,etc
下弦,かげん,하현,etc
窒息,ちっそく,질식,N1
窒素,ちっそ,질소,etc
自炊,じすい,자취,etc
炊事,すいじ,취사,N2
洪水,こうずい,홍수,N1
摂理,せつり,섭리,etc
摂取,せっしゅ,섭취,etc
摂政,せっしょう,섭정,etc
摂生,せっせい,섭생,etc
飽食,ほうしょく,포식,etc
飽和,ほうわ,포화,N1
冗談,じょうだん,농담,N3
冗長,じょうちょう,장황함,etc
冗費,じょうひ,낭비,etc
桜桃,おうとう,앵도,etc
白桃,はくとう,백도,etc
桃,もも,복숭아,etc
桃色,ももいろ,복숭아빛,etc
狩猟,しゅりょう,수렵,etc
狩,か,る 토끼를 사냥하다,etc
狩,か,りをする 사냥을 하다,etc
朱肉,しゅにく,인주,etc
朱色,しゅいろ,주홍색,etc
朱雀,しゅじゃく,주작,etc
渦中,かちゅう,와중,etc
戦渦,せんか,전와(전쟁의 소용돌이),etc
渦巻き,うずまき,소용돌이,etc
紳士,しんし,신사,N1
中枢,ちゅうすう,중추,N1
枢軸,すうじく,추축,etc
枢軸国,すうじくこく,추축국,etc
碑石,ひせき,비석,etc
碑銘,ひめい,비명(비석에 새긴 글),etc
墓碑,ぼひ,묘비,etc
記念碑,きねんひ,기념비,etc
鍛練,たんれん,단련,etc
鍛造,たんぞう,단조,etc
日本刀,にほんとう,일본도,etc
刀剣,とうけん,도검,etc
短刀,たんとう,단도,etc
刀,かたな,칼,N2
太刀,たち,대도,etc
竹刀,しない,죽도,etc
鼓動,こどう,고동,etc
太鼓,たいこ,북,N2
鼓,つづみ,장구/북,etc
舌鼓,したつづみ,입맛을 다심,etc
裸身,らしん,나신,etc
裸体,らたい,나체,etc
裸,はだか,알몸,N2
猶予,ゆうよ,유예,etc
金塊,きんかい,금괴,etc
土塊,どかい,토괴(흙덩이),etc
旋回,せんかい,선회,etc
旋律,せんりつ,선율,etc
螺旋,らせん,나선,etc
弓道,きゅうどう,궁도,etc
弓術,きゅうじゅつ,궁술,etc
弓矢,ゆみや,궁시(활과 화살),etc
貨幣,かへい,화폐,N1
紙幣,しへい,지폐,N2
網膜,もうまく,망막,etc
粘膜,ねんまく,점막,etc
角膜,かくまく,각막,etc
鼓膜,こまく,고막,etc
扇風機,せんぷうき,선풍기,N3
扇動,せんどう,선동,etc
扇形,おうぎがた,부채꼴,etc
大腸,だいちょう,대장,etc
小腸,しょうちょう,소장,etc
腸炎,ちょうえん,장염,etc
水槽,すいそう,수조,etc
浴槽,よくそう,욕조,etc
慈愛,じあい,자애,etc
慈悲,じひ,자비,etc
慈父,じふ,자부(인자한 아버지),etc
仁慈,じんじ,인자,etc
征伐,せいばつ,정벌,etc
討伐,とうばつ,토벌,etc
殺伐,さつばつ,살벌,etc
紛糾,ふんきゅう,분규,etc
糾明,きゅうめい,규명,etc
糾弾,きゅうだん,규탄,etc
糾合,きゅうごう,규합,etc
墳墓,ふんぼ,분묘,etc
古墳,こふん,고분,etc
紺色,こんいろ,감색,etc
恐慌,きょうこう,공황,etc
娯楽,ごらく,오락,N2
毒舌,どくぜつ,독설,etc
口舌,こうぜつ,구설,etc
舌端,ぜったん,혀끝,etc
舌,した,혀,N4
二枚舌,にまいじた,일구이언(전후 모순된 말을 함),etc
羅列,られつ,나열,etc
羅針盤,らしんばん,나침반,etc
網羅,もうら,망라,etc
峡谷,きょうこく,협곡,etc
海峡,かいきょう,해협,N1
俸給,ほうきゅう,봉급,etc
年俸,ねんぽう,연봉,etc
九分九厘,くぶくりん,99퍼센트,etc
最高峰,さいこうほう,최고봉,etc
霊峰,れいほう,영봉(신성시되는 산),etc
醸造,じょうぞう,양조,etc
醸成,じょうせい,양성,etc
弔問,ちょうもん,조문,etc
慶弔,けいちょう,경조,etc
甲乙,こうおつ,갑을,etc
果汁,かじゅう,과즙,etc
液汁,えきじゅう,액즙,etc
乳汁,にゅうじゅう,유즙,etc
味噌汁,みそしる,된장국,etc
尼僧,にそう,비구니(여승),etc
尼寺,あまでら,여승방(여승만 사는 절),etc
普遍,ふへん,보편,N1
遍歴,へんれき,편력,etc
遍在,へんざい,편재(두루 퍼져 있음),etc
均衡,きんこう,균형,N1
平衡,へいこう,평형,etc
薫風,くんぷう,훈풍,etc
薫製,くんせい,훈제,etc
香る,かおる,향기가 나다,etc
薫る,かおる,상쾌하게 느껴지다,etc
狩猟,しゅりょう,수렵,etc
密猟,みつりょう,밀렵,etc
渉猟,しょうりょう,섭렵,etc
羊毛,ようもう,양모(양털),N2
羊,ひつじ,양,etc
約款,やっかん,약관,etc
定款,ていかん,정관,etc
借款,しゃっかん,차관,etc
閲覧,えつらん,열람,N1
検閲,けんえつ,검열,etc
偵察,ていさつ,정찰,etc
探偵,たんてい,탐정,etc
密偵,みってい,밀정,etc
一喝,いっかつ,일갈,etc
恐喝,きょうかつ,공갈,N1
果敢,かかん,과감,etc
勇敢,ゆうかん,용감,N1
敢行,かんこう,감행,etc
胎児,たいじ,태아,etc
受胎,じゅたい,수태,etc
胎動,たいどう,태동,etc
母胎,ぼたい,모태,etc
胎生,たいせい,태생,etc
発酵,はっこう,발효,etc
酵母,こうぼ,효모,etc
酵素,こうそ,효소,etc
憤慨,ふんがい,분개,N1
悲憤,ひふん,비분,etc
養豚,ようとん,양돈,etc
豚カツ,とんカツ,돈까스,etc
豚肉,ぶたにく,돼지고기,N4
遮断,しゃだん,차단,etc
遮光,しゃこう,차광,etc
門扉,もんぴ,문짝/대문,etc
自動扉,じどうとびら,자동문,etc
硫酸,りゅうさん,황산,etc
硫黄,いおう,황,etc
赦免,しゃめん,사면,etc
特赦,とくしゃ,특사,etc
容赦,ようしゃ,용서,etc
窃盗,せっとう,절도,etc
気泡,きほう,기포,etc
泡沫,ほうまつ,포말(물거품),etc
水泡,すいほう,수포(물거품),etc
泡立つ,あわだつ,거품이 일다,etc
慨嘆,がいたん,개탄,etc
憤慨,ふんがい,분개,N1
感慨,かんがい,감개,etc
紡績,ぼうせき,방적,N1
悔恨,かいこん,회한,etc
怨恨,えんこん,원한,etc
痛恨,つうこん,통한,etc
脂肪,しぼう,지방,N1
扶養,ふよう,부양,N1
扶助,ふじょ,부조,N1
戯曲,ぎきょく,희곡,N1
遊戯,ゆうぎ,유희,etc
忌避,きひ,기피,etc
禁忌,きんき,금기,etc
濁流,だくりゅう,탁류,etc
濁音,だくおん,탁음,etc
奔流,ほんりゅう,분류(격류),etc
狂奔,きょうほん,광분,etc
奔走,ほんそう,(일이 잘되도록) 분주하게 뛰어다님,etc
斗酒,としゅ,두주(말술),etc
北斗七星,ほくとしちせい,북두칠성,etc
迅速,じんそく,신속,N1
疾風迅雷,しっぷうじんらい,질풍신뢰(맹렬한 기세와 민첩한 행동),etc
肖像,しょうぞう,초상,etc
不肖,ふしょう,불초,etc
植木鉢,うえきばち,화분,etc
衣鉢,いはつ,의발(가사와 바리때/스승에게서 받는 불도의 오의),etc
不朽,ふきゅう,불후,N1
老朽,ろうきゅう,노후,etc
甲殻,こうかく,갑각,etc
地殻,ちかく,지각,etc
貝殻,かいがら,조개껍데기,N1
享有,きょうゆう,향유,etc
享受,きょうじゅ,향수,N1
享楽,きょうらく,향락,etc
藩主,はんしゅ,번주(에도시대의 영주),etc
沙汰,さた,소식/통지/기별,etc
無沙汰,ぶさた,소식이 오랫동안 끊어짐,N2
媒介,ばいかい,매개,etc
触媒,しょくばい,촉매,etc
媒酌,ばいしゃく,중매,etc
媒酌人,ばいしゃくにん,중매쟁이,etc
養鶏,ようけい,양계,etc
鶏肉,けいにく,닭고기,etc
鶏,にわとり,닭,N3
禅宗,ぜんしゅう,선종,etc
座禅,ざぜん,좌선,etc
禅僧,ぜんそう,선승,etc
委嘱,いしょく,위촉,etc
嘱託,しょくたく,촉탁(청탁),etc
胴体,どうたい,동체(몸통),etc
胴衣,どうい,조끼,etc
更迭,こうてつ,경질/교체,etc
挿入,そうにゅう,삽입,etc
挿画,そうが,삽화,etc
砂嵐,すなあらし,모래폭풍,etc
脊椎,せきつい,척추,etc
腰椎,ようつい,요추,etc
椎間板,ついかんばん,추간판,etc
絹糸,けんし,견사(명주실),etc
純絹,じゅんけん,순견,etc
絹物,きぬもの,견직물/비단옷,etc
陪席,ばいせき,배석,etc
陪審員,ばいしんいん,배심원,etc
解剖,かいぼう,해부,N1
剖検,ぼうけん,부검,etc
系譜,けいふ,계보/족보,etc
楽譜,がくふ,악보,N1
悠久,ゆうきゅう,유구(영구),etc
悠々,ゆうゆう,느긋함/여유있음,etc
悠々自適,ゆうゆうじてき,유유자적,etc
淑女,しゅくじょ,숙녀,etc
貞淑,ていしゅく,정숙,etc
静粛,せいしゅく,정숙,etc
帆船,はんせん,범선,etc
出帆,しゅっぱん,출범,etc
帆柱,ほばしら,돛대,etc
暁星,ぎょうせい,샛별,etc
今暁,こんぎょう,오늘 새벽,etc
暁,あかつき,새벽/새벽녘,etc
傑作,けっさく,걸작,N2
豪傑,ごうけつ,호걸,etc
傑出,けっしゅつ,걸출,etc
警笛,けいてき,경적,etc
汽笛,きてき,기적(기차 소리),etc
口笛,くちぶえ,휘파람,N2
草笛,くさぶえ,풀피리,etc
奴隷,どれい,노예,etc
農奴,のうど,농노,etc
手錠,てじょう,수갑,N1
施錠,せじょう,시정(자물쇠를 채움),etc
錠剤,じょうざい,알약,etc
拳銃,けんじゅう,권총,etc
憲法,けんぽう,권법,N2
拳,こぶし,주먹,etc
遷都,せんと,천도,etc
変遷,へんせん,변천,N1
左遷,させん,좌천,etc
拙劣,せつれつ,졸렬,etc
稚拙,ちせつ,치졸,etc
拙著,せっちょ,졸저,etc
拙者,せっしゃ,소생(자신의 겸칭),etc
侍女,じじょ,시녀,etc
侍従,じじゅう,시종,etc
侍,さむらい,사무라이,N1
縮尺,しゅくしゃく,축척,etc
尺度,しゃくど,척도,etc
尺貫法,しゃっかんほう,척관법(옛 일본의 도량형),etc
峠,とうげ,고개/고비,N2
峠道,とうげみち,고갯길,etc
篤実,とくじつ,독실,etc
危篤,きとく,위독,etc
渇望,かつぼう,갈망,etc
枯渇,こかつ,고갈,etc
叔父,しゅくふ,숙부,etc
雌雄,しゆう,자웅,etc
雌伏,しふく,자복(남에게 굴종하며 따름),etc
雌牛,めうし,암소,etc
雌,めす,암컷,N1
堪忍,かんにん,감인(인내),etc
堪能,かんのう,뛰어남/만족함,etc
叙述,じょじゅつ,서술,etc
叙事詩,じょじし,서사시,etc
酢酸,さくさん,초산(아세트산),etc
酢,す,초/식초,N3
酢豚,すぶた,탕수육,etc
吟味,ぎんみ,음미,N1
吟遊詩人,ぎんゆうしじん,음유시인,etc
逓信,ていしん,체신(우편/전신 업무),etc
逓送,ていそう,체송(여러 사람을 거쳐서 보냄),etc
甚大,じんだい,심대,etc
激甚,げきじん,격심,etc
崇拝,すうはい,숭배,N1
崇高,すうこう,숭고,etc
漆黒,しっこく,칠흑,etc
漆器,しっき,칠기,etc
漆,うるし,옻나무/옻(칠),etc
岬,みさき,곶/갑,N2
潔癖,けっぺき,결벽,etc
悪癖,あくへき,못된 버릇,etc
癖,くせ,버릇/습관,N3
口癖,くちぐせ,입버릇,etc
愉快,ゆかい,유쾌,N2
愉悦,ゆえつ,유열,etc
岩礁,がんしょう,암초,etc
座礁,ざしょう,좌초,etc
サンゴ礁,サンゴしょう,산호초,etc
駐屯,ちゅうとん,주둔,etc
駐屯地,ちゅうとんち,주둔지,etc
婚姻,こんいん,혼인,etc
姻族,いんぞく,인척,etc
模擬,もぎ,모의,etc
擬人化,ぎじんか,의인화,etc
擬態,ぎたい,의태,etc
土塀,どべい,토담,etc
板塀,いたべい,널빤장,etc
口唇,こうしん,구순(입술),etc
読唇術,どくしんじゅつ,독순술,etc
唇,くちびる,입술,N2
和睦,わぼく,화목,etc
親睦,しんぼく,친목,etc
閑寂,かんじゃく,한적,etc
閑散,かんさん,한산,etc
幽玄,ゆうげん,유현,etc
幽閉,ゆうへい,유폐,etc
幽霊,ゆうれい,유령,N1
法曹,ほうそう,법조,etc
御曹司,おんぞうし,명문가의 장남/아직 가독 상속을 받지 않은 아들,etc
詠嘆,えいたん,영탄,etc
詠唱,えいしょう,영창,etc
卑屈,ひくつ,비굴,etc
卑怯,ひきょう,비겁,N2
侮辱,ぶじょく,모욕,N1
侮蔑,ぶめつ,모멸,etc
鋳造,ちゅうぞう,주조,etc
鋳鉄,ちゅうてつ,주철,etc
鋳物,いもの,주물,etc
鋳型,いがた,주형(거푸집),etc
抹消,まっしょう,말소,etc
抹殺,まっさつ,말살,etc
一抹,いちまつ,일말,etc
抹茶,まっちゃ,말차(가루차),etc
大尉,たいい,대위,etc
中尉,ちゅうい,중위,etc
少尉,しょうい,소위,etc
奴隷,どれい,노예,etc
隷属,れいぞく,예속,etc
禍福,かふく,화복,etc
禍根,かこん,화근,etc
災禍,さいか,재화(재해),etc
酪農,らくのう,낙농,N1
酪農業,らくのうぎょう,낙농업,etc
根茎,こんけい,근경(뿌리와 줄기),etc
地下茎,ちかけい,땅속줄기,etc
歯茎,はぐき,치경(잇몸),etc
元帥,げんすい,원수,etc
将帥,しょうすい,장수,etc
逝去,せいきょ,서거,etc
急逝,きゅうせい,급서(급사),etc
汽車,きしゃ,기차,N4
汽笛,きてき,기적(기차 소리),etc
汽缶,きかん,기관(보일러),etc
匿名,とくめい,익명,N1
隠匿,いんとく,은닉,etc
胸襟,きょうきん,흉금,etc
開襟,かいきん,개금(깃을 헤쳐 젖힘),etc
襟首,えりくび,목덜미,etc
蛍光灯,けいこうとう,형광등,N2
蛍,ほたる,반딧불,etc
寡黙,かもく,과묵,etc
寡少,かしょう,과소,etc
寡婦,かふ,과부,etc
下痢,げり,설사,N1
赤痢,せきり,적리(이질의 한 가지),etc
凡庸,ぼんよう,범용/평범,etc
中庸,ちゅうよう,중용,etc
坑道,こうどう,갱도,etc
炭坑,たんこう,탄갱,etc
伽藍,がらん,가람(절의 큰 건물),etc
藍染,あいぞめ,쪽빛 염색,etc
盗賊,とうぞく,도적,etc
山賊,さんぞく,산적,etc
海賊,かいぞく,해적,etc
搾乳,さくにゅう,착유,etc
圧搾,あっさく,압착,etc
絞る,しぼる,짜다/물기를 빼다/채액하다,N2
搾る,しぼる,짜다/물기를 빼다/채액하다,N2
湖畔,こはん,호반(호숫가),etc
河畔,かはん,하반(강가),etc
長唄,ながうた,에도시대에 유행한 긴 속요(샤미센 반주에 맞추어 부름),etc
瞳孔,どうこう,동공,etc
鼻孔,びこう,비공,etc
孔子,こうし,공자,etc
呂律,ろれつ,(속어)말씨/말투,etc
風呂,ふろ,목욕,N2
風呂敷,ふろしき,보자기,N2
拷問,ごうもん,고문,etc
令嬢,れいじょう,영양(영애),etc
渓谷,けいこく,계곡,etc
渓流,けいりゅう,계류(시냇물),etc
老翁,ろうおう,노옹(노인 남성),etc
清廉,せいれん,청렴,etc
廉価,れんか,염가,etc
低廉,ていれん,저렴,etc
廉恥,れんち,염치,etc
破廉恥,はれんち,파렴치,etc
謹厳,きんげん,근엄,etc
謹慎,きんしん,근신,etc
謹賀新年,きんがしんねん,근하신년,etc
瞳孔,どうこう,동공,etc
瞳,ひとみ,눈동자,N2
湧水,ゆうすい,용수,etc
湧出,ゆうしゅつ,용출,etc
窯業,ようぎょう,요업(도자기/벽돌/기와 등을 만드는 공업),etc
褒美,ほうび,포상/상,N1
褒章,ほうしょう,포장(훈장/표창),etc
美醜,びしゅう,미추,etc
醜態,しゅうたい,추태,etc
醜悪,しゅうあく,추악,etc
一升,いっしょう,한 되,etc
升目,ますめ,두량(되로 된 양),etc
殉国,じゅんこく,순국,etc
殉教,じゅんきょう,순교,etc
煩雑,はんざつ,번잡,etc
煩悶,はんもん,번민,etc
煩労,はんろう,번로(걱정하고 수고함),etc
煩悩,ぼんのう,번뇌,etc
弾劾,だんがい,탄핵,etc
