Word,Furigana,Meaning,Level
普通,ふつう,보통,N4
普遍,ふへん,보편,N1
普及,ふきゅう,보급,N2
測量,そくりょう,측량,N3
測定,そくてい,측정,N3
推測,すいそく,추측,N1
豊富,ほうふ,풍부,N2
豊作,ほうさく,풍작,N1
豊年,ほうねん,풍년,etc
豊満,ほうまん,풍만,etc
善悪,ぜんあく,선악,N1
善意,ぜんい,선의,etc
善良,ぜんりょう,선량,N1
婚約,こんやく,혼약(약혼),N2
結婚,けっこん,결혼,N5
新婚,しんこん,신혼,N1
深厚,しんこう,심후,etc
濃厚,のうこう,농후,etc
厚意,こうい,후의,etc
厚生,こうせい,후생,N2
年齢,ねんれい,연령,N2
老齢,ろうれい,노령,etc
省略,しょうりゃく,생략,N2
略式,りゃくしき,약식,etc
計略,けいりゃく,계략,etc
謀略,ぼうりゃく,모략,etc
策略,さくりゃく,책략,etc
継承,けいしょう,계승,etc
承諾,しょうだく,승낙,N1
浮力,ふりょく,부력,N1
浮上,ふじょう,부상,etc
浮遊,ふゆう,부유,etc
浮揚,ふよう,부양,etc
浮沈,ふちん,부침,etc
浮く,うく,뜨다/마음이 흔들리다/띄우다,N3
浮かぶ,うかぶ,뜨다/괴로운 처지를 벗어나다/うかべる의 문어형,etc
断絶,だんぜつ,단절,etc
絶望,ぜつぼう,절망,N1
絶妙,ぜつみょう,절묘,etc
絶対,ぜったい,절대,N2
絶賛,ぜっさん,절찬,etc
断つ,たつ,끊다/자르다/금기하다,N1
絶つ,たつ,끊다/없애다,etc
押印,おういん,압인,etc
押収,おうしゅう,압수,etc
押す,おす,밀다/누르다/내리누르다,N5
押さえる,おさえる,누르다/억압하다/억제하다,etc
倒産,とうさん,도산,N1
圧倒,あっとう,압도,N1
卒倒,そっとう,졸도,etc
完了,かんりょう,완료,N3
終了,しゅうりょう,종료,N2
了解,りょうかい,양해/이해,N1
官庁,かんちょう,관청,N2
県庁,けんちょう,현청,N2
庁舎,ちょうしゃ,청사,etc
城主,じょうしゅ,성주,etc
城壁,じょうへき,성벽,etc
階層,かいそう,계층,N1
高層,こうそう,고층,N2
断層,だんそう,단층,etc
出版,しゅっぱん,출판,N3
廉価版,れんかばん,염가판,etc
劇場版,げきじょうばん,극장판,etc
版権,はんけん,판권,etc
連絡,れんらく,연락,N4
脈絡,みゃくらく,맥락,etc
絡まる,からまる,얽히다/휘감기다/복잡하게 뒤얽히다,etc
絡む,からむ,휘감기다/감기게 하다,N1
損失,そんしつ,손실,N1
欠損,けっそん,결손,etc
破損,はそん,파손,N1
損害,そんがい,손해,N2
募集,ぼしゅう,모집,N2
募金,ぼきん,모금,N1
応募,おうぼ,응모,N3
脳裏,のうり,뇌리,etc
裏面,りめん,이면,etc
表裏,ひょうり,표리,etc
裏口,うらぐち,뒷문,N2
裏切り,うらぎり,배신,etc
払拭,ふっしょく,불식,etc
仏教,ぶっきょう,불교,etc
念仏,ねんぶつ,염불,etc
神仏,しんぶつ,신불,etc
仏,ほとけ,부처,N2
業績,ぎょうせき,업적,N1
成績,せいせき,성적,N3
実績,じっせき,실적,N2
功績,こうせき,공적,N2
紡績,ぼうせき,방적,N1
建築,けんちく,건축,N2
新築,しんちく,신축,N1
構築,こうちく,구축,N1
志望,しぼう,지망,N1
志願,しがん,지원,etc
混合,こんごう,혼합,N2
混雑,こんざつ,혼잡,N3
混乱,こんらん,혼란,N3
混じる,まじる,섞이다/그룹에 끼이다,N2
混ざる,まざる,섞이다,N3
混ぜる,まぜる,넣어 섞다/말참견하다,N3
交じる,まじる,섞이다/그룹에 끼이다,N2
交ざる,まざる,섞이다,N3
交ぜる,まぜる,섞다,N2
上昇,じょうしょう,상승,N2
昇進,しょうしん,승진,N1
昇天,しょうてん,승천,etc
昇級,しょうきゅう,승급,etc
昇格,しょうかく,승격,etc
勤勉,きんべん,근면,N1
勤務,きんむ,근무,N3
出勤,しゅっきん,출근,N3
欠勤,けっきん,결근,etc
勤労,きんろう,근로,N1
勤行,ごんぎょう,(불교)근행,etc
遅刻,ちこく,지각,N3
遅延,ちえん,지연,etc
居住,きょじゅう,거주,N1
居室,きょしつ,거실,etc
住居,じゅうきょ,주거,N3
雑草,ざっそう,잡초,etc
雑談,ざつだん,잡담,N2
雑音,ざつおん,잡음,N2
雑巾,ぞうきん,걸레,N2
雑木,ぞうき,잡목,N1
招待,しょうたい,초대,N4
招請,しょうせい,초청,etc
困難,こんなん,곤란,N2
困惑,こんわく,곤혹,etc
貧困,ひんこん,빈곤,N2
永遠,えいえん,영원,N3
永続,えいぞく,영속,etc
永久,えいきゅう,영구,N2
著名,ちょめい,저명,N1
著作,ちょさく,저작,etc
顕著,けんちょ,현저,etc
著者,ちょしゃ,저자,N2
誌面,しめん,지면,etc
日誌,にっし,일지,etc
雑誌,ざっし,잡지,N5
月刊誌,げっかんし,월간지,etc
刊行,かんこう,간행,N1
発刊,はっかん,발간,etc
週刊誌,しゅうかんし,주간지,N3
映像,えいぞう,영상,N1
想像,そうぞう,상상,N3
仏像,ぶつぞう,불상,N1
肖像,しょうぞう,초상,etc
銅像,どうぞう,동상,etc
対象,たいしょう,대상,N2
現象,げんしょう,현상,N2
象徴,しょうちょう,상징,N2
印象,いんしょう,인상,N3
映像,えいぞう,영상,N1
想像,そうぞう,상상,N3
仏像,ぶつぞう,불상,N1
肖像,しょうぞう,초상,etc
銅像,どうぞう,동상,etc
香気,こうき,향기,etc
香水,こうすい,향수,N2
香辛料,こうしんりょう,향신료,N1
香車,きょうしゃ,쇼기의 말의 하나,etc
色香,いろか,빛깔과 향기/여자의 아리따운 모습,etc
更新,こうしん,경신/갱신,N2
更迭,こうてつ,경질,etc
変更,へんこう,변경,N3
今更,いまさら,이제 와서/새삼스럽게,N1
尚更,なおさら,그 위에/더더욱,N1
彫刻,ちょうこく,조각,N2
刻印,こくいん,각인,etc
時刻,じこく,시각,N3
遅刻,ちこく,지각,N3
礼賛,らいさん,예찬,etc
絶賛,ぜっさん,절찬,etc
賛美,さんび,찬미,N1
賛成,さんせい,찬성,N4
賛同,さんどう,찬동,etc
抱擁,ほうよう,포옹,etc
抱負,ほうふ,포부,etc
犯罪,はんざい,범죄,N2
犯行,はんこう,범행,etc
犯人,はんにん,범인,N3
配布,はいふ,배포,N1
分布,ぶんぷ,분포,N2
綿布,めんぷ,면포(무명),etc
毛布,もうふ,모포,N3
財布,さいふ,지갑,N5
恐怖,きょうふ,공포,N2
恐慌,きょうこう,공황,etc
恐喝,きょうかつ,공갈,N1
宇宙,うちゅう,우주,N2
宇宙人,うちゅうじん,우주인,etc
宇宙船,うちゅうせん,우주선,etc
返戻,へんれい,반려,etc
巨大,きょだい,거대,N2
巨人,きょじん,거인,etc
巨匠,きょしょう,거장,etc
地震,じしん,지진,N4
震源,しんげん,진원,etc
震度,しんど,진도,etc
超越,ちょうえつ,초월,etc
優越,ゆうえつ,우월,N1
卓越,たくえつ,탁월,etc
超す,こす,넘다/초과하다,N2
超える,こえる,지나가다/넘다/초월하다,N2
越す,こす,넘다/이사하다,N2
越える,こえる,넘다/건너다/지나다,N2
欲望,よくぼう,욕망,N1
無欲,むよく,무욕,etc
食欲,しょくよく,식욕,N3
性欲,せいよく,성욕,etc
苦痛,くつう,고통,N2
頭痛,ずつう,두통,N2
腹痛,ふくつう,복통,etc
接触,せっしょく,접촉,N1
触覚,しょっかく,촉각,etc
触感,しょっかん,촉감,etc
触れる,ふれる,접촉하다/대다,N2
触る,さわる,손으로 만지다/관여하다/거슬리다,N4
依存,いそん,의존,etc
依頼,いらい,의뢰,N1
依拠,いきょ,의거,etc
帰依,きえ,귀의,etc
汚染,おせん,오염,N2
汚物,おぶつ,오물,etc
汚名,おめい,오명,etc
汚点,おてん,오점,etc
枚数,まいすう,매수,N2
一枚,いちまい,한 장,N5
三枚,さんまい,세 장,N5
相互,そうご,상호,N2
互角,ごかく,호각,etc
互恵,ごけい,호혜,etc
複雑,ふくざつ,복잡,N4
複数,ふくすう,복수,N2
重複,じゅうふく,중복,N1
複合,ふくごう,복합,N1
郵便,ゆうびん,우편,N3
郵便局,ゆうびんきょく,우체국,N4
類似,るいじ,유사,N1
疑似,ぎじ,의사/유사,etc
恩恵,おんけい,은혜,N2
天恵,てんけい,천혜,etc
知恵,ちえ,지혜,N2
探究,たんきゅう,탐구,etc
探知,たんち,탐지,etc
探検,たんけん,탐험,N1
探す,さがす,찾다,N4
捜す,さがす,(잃은 것을)찾다,N4
探る,さぐる,뒤지다/탐색하다/탐구하다,N2
逃走,とうそう,도주,N1
逃亡,とうぼう,도망,N1
逃避,とうひ,도피,etc
逃がす,にがす,놓아주다/놓치다,N2
逃す,のがす,놓치다/...할 기회가 있으면서 결과적으로 ...하지 않고 말다,N2
逃げる,にげる,도망치다/회피하다/따라잡히지 않고 이기다,N4
逃れる,のがれる,벗어나다/달아나다/회피하다,N1
骨折,こっせつ,골절,N2
筋骨,きんこつ,근골,etc
骨格,こっかく,골격,etc
骨髄,こつずい,골수,etc
傾斜,けいしゃ,경사,N1
傾向,けいこう,경향,N2
迷路,めいろ,미로,N2
迷惑,めいわく,귀찮음/성가심,N3
迷宮,めいきゅう,미궁,etc
迷信,めいしん,미신,N2
迷子,まいご,미아,N3
夢幻,むげん,몽환,etc
悪夢,あくむ,악몽,etc
夢想,むそう,몽상,etc
夢,ゆめ,꿈,N4
夢路,ゆめじ,꿈길,etc
夢見る,ゆめみる,꿈꾸다/공상하다,etc
巻頭,かんとう,권두,etc
巻末,かんまつ,권말,etc
圧巻,あっかん,압권,etc
燃焼,ねんしょう,연소,N1
燃料,ねんりょう,연료,N1
可燃性,かねんせい,가연성,etc
閉店,へいてん,폐점,etc
閉鎖,へいさ,폐쇄,N1
閉会,へいかい,폐회,N2
閉める,しめる,닫다,N5
閉まる,しまる,닫히다/꼭 닫히다/끝나다,etc
閉じる,とじる,닫히다/닫다,N4
端緒,たんしょ,단서,etc
由緒,ゆいしょ,유서/내력,etc
一緒,いっしょ,함께,N4
内緒,ないしょ,비밀,N1
緒戦,しょせん,서전,etc
情緒,じょうちょ,정서,N1
鼻緒,はなお,나막신 끈,etc
駐車,ちゅうしゃ,주차,N4
駐屯,ちゅうとん,주둔,etc
駐日,ちゅうにち,주일,etc
家賃,やちん,집세,N3
賃金,ちんぎん,임금,N1
運賃,うんちん,운임,N3
紹介,しょうかい,소개,N4
雇用,こよう,고용,N1
解雇,かいこ,해고,N1
歳暮,せいぼ,연말 선물,etc
交替,こうたい,교체,N2
代替,だいたい,대체,etc
預金,よきん,예금,N1
預託,よたく,예탁,etc
簡単,かんたん,간단,N4
簡略,かんりゃく,간략,etc
簡潔,かんけつ,간결,N1
臓器,ぞうき,장기,etc
心臓,しんぞう,심장,N2
内臓,ないぞう,내장,etc
法律,ほうりつ,법률,N4
規律,きりつ,규율,N2
一律,いちりつ,일률,N1
音律,おんりつ,음률,etc
韻律,いんりつ,운율,etc
律儀,りちぎ,의리가 두터움/정직함,etc
贈呈,ぞうてい,증정,etc
贈与,ぞうよ,증여,etc
寄贈,きぞう,기증,N1
恵贈,けいそう,혜증(けいぞう로도 읽음),etc
宇宙,うちゅう,우주,N2
薄情,はくじょう,박정,etc
軽薄,けいはく,경박,etc
薄弱,はくじゃく,박약,N1
希薄,きはく,희박,etc
群衆,ぐんしゅう,군중,N1
群集,ぐんしゅう,군집,N1
抜群,ばつぐん,발군,N1
操作,そうさ,조작,N2
操縦,そうじゅう,조종,N1
貞操,ていそう,정조,etc
深奥,しんおう,심오,etc
奥義,おうぎ,오의,etc
奥底,おくそこ,속마음/본심,etc
奥地,おくち,오지/벽지,etc
詰問,きつもん,힐문,etc
難詰,なんきつ,힐난,etc
双方,そうほう,쌍방,N1
双眼鏡,そうがんきょう,쌍안경,etc
無双,むそう,무쌍,etc
双子,ふたご,쌍둥이,N2
刺激,しげき,자극,N2
刺客,しかく,자객,etc
名刺,めいし,명함,N3
到着,とうちゃく,도착,N3
到達,とうたつ,도달,N1
寝室,しんしつ,침실,etc
寝台,しんだい,침대,N2
寝具,しんぐ,침구,etc
絶壁,ぜっぺき,절벽,etc
土壁,どへき,흙벽,etc
岩壁,がんぺき,암벽,etc
仮面,かめん,가면,etc
仮定,かてい,가정,N2
仮設,かせつ,가설,etc
仮病,けびょう,꾀병,etc
仮契約,かりけいやく,가계약,etc
純粋,じゅんすい,순수,N2
純情,じゅんじょう,순정,N2
純潔,じゅんけつ,순결,etc
純白,じゅんぱく,순박,etc
純真,じゅんしん,순진,etc
盗難,とうなん,도난,N2
強盗,ごうとう,강도,N2
盗賊,とうぞく,도적,etc
吸収,きゅうしゅう,흡수,N2
呼吸,こきゅう,호흡,N2
吸血,きゅうけつ,흡혈,etc
看護,かんご,간호,N1
看護師,かんごし,간호사,etc
看護婦,かんごふ,간호부,N3
看板,かんばん,간판,N2
翌日,よくじつ,익일(다음날),etc
翌年,よくねん,익년(다음해),etc
爽快,そうかい,상쾌,etc
明快,めいかい,명쾌,N1
快適,かいてき,쾌적,N2
快活,かいかつ,쾌활,etc
破片,はへん,파편,N2
断片,だんぺん,단편,etc
片鱗,へんりん,편린,etc
片足,かたあし,한쪽 발,etc
片手,かたて,한(쪽) 손,etc
片道,かたみち,편도,N3
尊敬,そんけい,존경,N2
敬意,けいい,경의,N2
敬語,けいご,경어(존댓말),N2
恭敬,きょうけい,공경,etc
苦悩,くのう,고뇌,etc
煩悩,ぼんのう,번뇌,etc
温泉,おんせん,온천,N3
源泉,げんせん,원천,etc
泉,いずみ,샘,N2
制御,せいぎょ,제어,etc
防御,ぼうぎょ,방어,etc
御飯,ごはん,밥/식사의 공손한 말씨,N5
御曹司,おんぞうし,명문가의 장남,etc
御社,おんしゃ,귀사(상대의 회사를 높여 부르는 말),etc
荒涼,こうりょう,황량,etc
荒野,こうや,황야,etc
荒廃,こうはい,황폐,N1
硬直,こうちょく,경직,etc
強硬,きょうこう,강경,N1
硬度,こうど,경도,etc
埋葬,まいそう,매장,etc
埋設,まいせつ,매설,etc
埋伏,まいふく,매복,etc
有袋類,ゆうたいるい,"유대류(코알라, 캥거루 등 새끼를 주머니에 넣어 기르는 포유류)",etc
手袋,てぶくろ,장갑,N4
紙袋,かみぶくろ,종이봉투,etc
忘却,ぼうきゃく,망각,N1
忘年会,ぼうねんかい,망년회,N3
吹奏楽,すいそうがく,취주악,etc
宝石,ほうせき,보석,N3
国宝,こくほう,국보,etc
家宝,かほう,가보,etc
宝物,たからもの,보물,etc
封印,ふういん,봉인,etc
封鎖,ふうさ,봉쇄,N1
封建,ほうけん,봉건,N1
封土,ほうど,봉토/영지,etc
胸中,きょうちゅう,흉중,etc
胸部,きょうぶ,흉부,etc
胸,むね,가슴,N3
胸騒ぎ,むなさわぎ,(근심/불안으로) 마음이 두근거림,etc
娘,むすめ,딸/아가씨,N4
小娘,こむすめ,계집아이,etc
砂糖,さとう,설탕,N4
砂漠,さばく,사막,N2
砂金,さきん,사금,etc
土砂,どしゃ,토사,etc
砂,すな,모래,N4
砂場,すなば,모래밭,etc
誤解,ごかい,오해,N3
錯誤,さくご,착오,N1
正誤,せいご,정오,etc
賢明,けんめい,현명,N2
賢人,けんじん,현인,etc
聖賢,せいけん,성현,etc
腕力,わんりょく,완력,etc
手腕,しゅわん,수완,N1
比較,ひかく,비교,N2
起床,きしょう,기상,N2
病床,びょうしょう,병상,etc
温床,おんしょう,온상,etc
寝床,ねどこ,침상/잠자리,etc
床下,ゆかした,마루 밑,etc
慣例,かんれい,관례,N1
慣性,かんせい,관성,etc
習慣,しゅうかん,습관,N4
慣習,かんしゅう,관습,N1
慣行,かんこう,관행,N1
尊敬,そんけい,존경,N2
尊重,そんちょう,존중,N2
窓外,そうがい,창밖,etc
同窓会,どうそうかい,동창회,etc
窓,まど,창문,N5
窓口,まどぐち,창구,N4
窓際,まどぎわ,창가,etc
柔軟,じゅうなん,유연,N1
柔道,じゅうどう,유도,N4
柔順,じゅうじゅん,유순,etc
温柔,おんじゅう,온유,etc
柔和,にゅうわ,유화,etc
柔弱,にゅうじゃく,유약,etc
神殿,しんでん,신전,N1
殿堂,でんどう,전당,etc
宮殿,きゅうでん,궁전,N1
殿下,でんか,전하,etc
御殿,ごてん,귀인의 저택/궁궐,etc
殿方,とのがた,(여성어)남성분,etc
殿様,とのさま,영주님,N1
山田殿,やまだどの,야마다 님,etc
濃厚,のうこう,농후,etc
濃縮,のうしゅく,농축,etc
濃度,のうど,농도,N2
液体,えきたい,액체,N2
血液,けつえき,혈액,N3
液化,えきか,액화,etc
貧富,ひんぷ,빈부,etc
貧弱,ひんじゃく,빈약,N1
貧血,ひんけつ,빈혈,etc
貧乏,びんぼう,가난함/궁핍,N1
比肩,ひけん,비견,etc
強肩,きょうけん,강견,etc
肩甲骨,けんこうこつ,견갑골,etc
肩,かた,어깨,N4
肩車,かたぐるま,목마,etc
零度,れいど,0도,etc
零下,れいか,영하,etc
零時,れいじ,0시,etc
零落,れいらく,영락,etc
零細,れいさい,영세,etc
激怒,げきど,격노,etc
憤怒,ふんど,분노,etc
祖父,そふ,조부,N4
祖先,せんそ,선조/조상,etc
元祖,がんそ,원조,etc
祖国,そこく,조국,etc
幼児,ようじ,유아,N3
幼稚園,ようちえん,유치원,N3
宿泊,しゅくはく,숙박,N3
停泊,ていはく,정박,etc
乾杯,かんぱい,건배,N3
祝杯,しゅくはい,축배,etc
甘味料,かんみりょう,감미료,etc
甘露,かんろ,감로,etc
甘草,かんぞう,감초,etc
甘受,かんじゅ,감수,etc
甘言,かんげん,감언,etc
掃除,そうじ,청소,N4
一掃,いっそう,일소,etc
採掘,さいくつ,채굴,N1
発掘,はっくつ,발굴,N2
盗掘,とうくつ,도굴,etc
疲労,ひろう,피로,N2
疲弊,ひへい,피폐,etc
取捨選択,しゅしゃせんたく,취사선택,etc
四捨五入,ししゃごにゅう,사사오입,N2
皆無,かいむ,개무/전무(아예 없음),etc
皆勤,かいきん,개근,etc
軟弱,なんじゃく,연약,etc
柔軟,じゅうなん,유연,N1
軟着陸,なんちゃくりく,연착륙,etc
沈没,ちんぼつ,침몰,N1
沈黙,ちんもく,침묵,N1
沈殿,ちんでん,침전,N1
浮沈,ふちん,부침,etc
凍結,とうけつ,동결,etc
冷凍,れいとう,냉동,N3
解凍,かいとう,해동,etc
凍死,とうし,동사,etc
空腹,くうふく,공복,N1
腹痛,ふくつう,복통,etc
満腹,まんぷく,만복,etc
乳児,にゅうじ,젖먹이,N1
乳房,にゅうぼう,유방,etc
母乳,ぼにゅう,모유,etc
乳房,ちぶさ,유방,etc
乳首,ちくび,유두,etc
煙突,えんとつ,굴뚝,N2
禁煙,きんえん,금연,N3
喫煙,きつえん,끽연,etc
煙る,けむる,연기가 나다/흐려보이다,N1
恋慕,れんぼ,연모,etc
恋愛,れんあい,연애,N1
恋情,れんじょう,연정,etc
紅茶,こうちゃ,홍차,N5
紅葉,こうよう,홍엽(단풍),N3
真紅,しんく,진홍,etc
口紅,くちべに,입술연지(립스틱),N3
郊外,こうがい,교외,N4
近郊,きんこう,근교,N1
腰痛,ようつう,요통,etc
腰椎,ようつい,요추,etc
腰,こし,허리,N3
腰抜け,こしぬけ,겁쟁이,etc
舞踊,ぶよう,무용,etc
別冊,べっさつ,별책,etc
一冊,いっさつ,한 권,etc
三冊,さんさつ,세 권,etc
短冊,たんざく,글씨를 쓰는 작은 종이조각,etc
睡眠,すいみん,수면,N3
不眠,ふみん,불면,etc
永眠,えいみん,영면,etc
恐怖,きょうふ,공포,N2
珍貴,ちんき,진귀,etc
珍奇,ちんき,진기,etc
受精卵,じゅせいらん,수정란,etc
卵子,らんし,난자,etc
産卵,さんらん,산란,etc
卵,たまご,알/달걀,N5
卵焼き,たまごやき,계란말이,etc
狭義,きょうぎ,협의,etc
偏狭,へんきょう,편협,etc
狭小,きょうしょう,협소,etc
満喫,まんきつ,만끽,N1
喫煙,きつえん,끽연,etc
干渉,かんしょう,간섭,N1
若干,じゃっかん,약간,N1
欄干,らんかん,난간,etc
干拓,かんたく,간척,etc
頂上,ちょうじょう,정상,N2
頂点,ちょうてん,정점,N2
絶頂,ぜっちょう,절정,etc
溶解,ようかい,용해,etc
溶液,ようえき,용액,N1
溶接,ようせつ,용접,etc
水溶性,すいようせい,수용성,etc
暖房,だんぼう,난방,N3
温暖,おんだん,온난,N2
暖流,だんりゅう,난류,etc
鉱山,こうざん,광산,N1
金鉱,きんこう,금광,etc
鉄鉱,てっこう,철광,etc
鉱石,こうせき,광석,etc
血涙,けつるい,혈루(피눈물),etc
落涙,らくるい,낙루,etc
涙,なみだ,눈물,N3
匹敵,ひってき,필적,N1
匹夫,ひっぷ,필부,etc
一匹,いっぴき,한 마리,N5
三匹,さんびき,세 마리,N5
精鋭,せいえい,정예,N1
鋭利,えいり,예리,etc
鋭敏,えいびん,예민,etc
枝葉,しよう,지엽(중요하지 않은 일),etc
整枝,せいし,정지(가지 다듬기),etc
枝,えだ,가지/갈래,N4
枝道,えだみち,갈림길,etc
塗料,とりょう,도료,etc
塗装,とそう,도장,etc
軒灯,けんとう,헌등(처마에 다는 등),etc
一軒,いっけん,(집) 한 채,etc
軒,のき,처마,N2
晩年,ばんねん,만년,N1
今晩,こんばん,오늘 밤,N5
大器晩成,たいきばんせい,대기만성,etc
絶叫,ぜっきょう,절규,etc
阿鼻叫喚,あびきょうかん,아비규환,etc
拝礼,はいれい,배례,etc
崇拝,すうはい,숭배,N1
参拝,さんぱい,참배,etc
乾燥,かんそう,건조,N2
乾杯,かんぱい,건배,N3
鉄棒,てつぼう,철봉,N1
指揮棒,しきぼう,지휘봉,etc
泥棒,どろぼう,도둑,N4
祈願,きがん,기원,etc
頭髪,とうはつ,두발,etc
金髪,きんぱつ,금발,etc
散髪,さんぱつ,산발,etc
髪,かみ,머리털,N4
髪型,かみがた,머리모양(헤어스타일),N2
多忙,たぼう,다망(매우 바쁨),N1
純綿,じゅんめん,순면,etc
綿花,めんか,목화,etc
綿密,めんみつ,면밀,N1
発汗,はっかん,발한,etc
汗腺,かんせん,땀샘,etc
汗,あせ,땀,N4
銅像,どうぞう,동상,etc
青銅,せいどう,청동,etc
湿度,しつど,습도,N3
湿気,しっけ,습기,N3
湿地,しっち,습지,etc
召喚,しょうかん,소환,etc
召集,しょうしゅう,소집,etc
脂肪,しぼう,지방,N1
油脂,ゆし,유지,etc
蒸気,じょうき,증기,N2
蒸発,じょうはつ,증발,N2
肌,はだ,피부,N2
肌色,はだいろ,피부색,etc
製靴,せいか,제화,etc
軍靴,ぐんか,군화,etc
靴,くつ,구두,N5
靴下,くつした,양말,N5
革靴,かわぐつ,가죽 구두,N2
耕作,こうさく,경작,N2
農耕,のうこう,농경,N1
鈍感,どんかん,둔감,N1
鈍重,どんじゅう,둔중,etc
鈍角,どんかく,둔각,etc
羞恥,しゅうち,수치,etc
破廉恥,はれんち,파렴치,etc
恥部,ちぶ,치부,etc
恥じる,はじる,부끄러이 여기다/...에 부끄럽지 않다,N1
恥じらう,はじらう,부끄러워하다/수줍어하다,N1
泥土,でいど,진흙,etc
泥酔,でいすい,만취,etc
泥壁,どろかべ,흙벽,etc
泥棒,どろぼう,도둑,N4
一隅,いちぐう,한구석,etc
隅々,すみずみ,구석구석/전부,etc
四隅,よすみ,네 귀퉁이,etc
偶然,ぐうぜん,우연,N2
偶発的,ぐうはつてき,우발적,etc
配偶者,はいぐうしゃ,배우자,N1
偶数,ぐうすう,짝수,N2
偶像,ぐうぞう,우상,etc
香辛料,こうしんりょう,향신료,N1
辛辣,しんらつ,신랄,etc
辛抱,しんぼう,어려움을 참고 견딤,N1
研磨,けんま,연마,etc
磨滅,まめつ,마멸,etc
姓名,せいめい,성명,N1
旧姓,きゅうせい,구성(여자의 결혼 전 성씨),etc
百姓,ひゃくしょう,농민,etc
円筒,えんとう,원통,etc
水筒,すいとう,수통,N2
粒子,りゅうし,입자,etc
素粒子,そりゅうし,소립자,etc
微粒子,びりゅうし,미립자,etc
米粒,こめつぶ,쌀알,etc
一粒,ひとつぶ,한 알,etc
歌詞,かし,가사,etc
作詞,さくし,작사,etc
動詞,どうし,동사,N2
形容詞,けいようし,형용사,N2
偉大,いだい,위대,N2
偉業,いぎょう,위업,N1
偉人,いじん,위인,etc
重畳,ちょうじょう,중첩,etc
半畳,はんじょう,다다미 반 장,etc
机上,きじょう,책상 위,etc
机辺,きへん,책상 근처,etc
机,つくえ,책상,N5
皮膚,ひふ,피부,N2
洗濯,せんたく,세탁,N4
愛猫,あいびょう,애묘,etc
猫額,びょうがく,고양이 이마(매우 좁다는 뜻으로 쓰임),etc
猫,ねこ,고양이,N5
猫舌,ねこじた,뜨거운 음식을 잘 못 먹는 사람,etc
石塔,せきとう,석탑,etc
管制塔,かんせいとう,관제탑,etc
鉄塔,てっとう,철탑,etc
砲塔,ほうとう,포탑,etc
沸点,ふってん,끓는점,etc
煮沸,しゃふつ,펄펄 끓임,etc
石灰,せっかい,석회,etc
灰色,はいいろ,회색,N3
灰皿,はいざら,재떨이,N5
菓子,かし,과자,N2
製菓,せいか,제과,etc
帽子,ぼうし,모자,N4
野球帽,やきゅうぼう,야구모자,etc
枯死,こし,고사(말라죽음),etc
枯渇,こかつ,고갈,etc
荒涼,こうりょう,황량,etc
納涼,のうりょう,납량,etc
舟艇,しゅうてい,주정(작은 배),etc
呉越同舟,ごえつどうしゅう,오월동주,etc
舟,ふね,배,N4
舟遊び,ふなあそび,뱃놀이,etc
符号,ふごう,부호,N2
切符,きっぷ,표(티켓),N5
音符,おんぷ,음표,etc
符合,ふごう,부합,etc
憎悪,ぞうお,증오,N1
愛憎,あいぞう,애증,etc
肯定,こうてい,긍정,N2
首肯,しゅこう,수긍,etc
乾燥,かんそう,건조,N2
焦燥,しょうそう,초조,etc
家畜,かちく,가축,N1
牧畜,ぼくちく,목축,N2
畜産,ちくさん,축산,N1
坊主,ぼうず,중/까까머리,etc
坊ちゃん,ぼっちゃん,도련님,N3
挟撃,きょうげき,협격/협공,etc
曇天,どんてん,담천(흐린 날씨),etc
水滴,すいてき,수적(물방울),N3
点滴,てんてき,점적주사(링겔),etc
伺候,しこう,사후(문안 인사를 드림),etc
議論,ぎろん,의논,N2
会議,かいぎ,회의,N4
連休,れんきゅう,연휴,N3
連合,れんごう,연합,N2
連続,れんぞく,연속,N2
関連,かんれん,관련,N2
反対,はんたい,반대,N4
対立,たいりつ,대립,N2
対決,たいけつ,대결,N1
対応,たいおう,대응,N1
対処,たいしょ,대처,N1
一対,いっつい,한 쌍/한 벌,etc
好一対,こういっつい,아주 잘 어울리는 한 쌍,etc
部分,ぶぶん,부분,N3
全部,ぜんぶ,전부,N4
部門,ぶもん,부문,N1
部長,ぶちょう,부장,N4
部屋,へや,방,N5
内部,ないぶ,내부,N4
家内,かない,아내,N4
内心,ないしん,내심,N1
国内,こくない,국내,N4
境内,けいだい,(신사/사찰의) 경내,etc
内側,うちがわ,안쪽,N4
身内,みうち,가족/일가/집안,etc
相談,そうだん,상담,N4
相互,そうご,상호,N2
相応,そうおう,상응,N1
真相,しんそう,진상,N1
様相,ようそう,양상,N1
首相,しゅしょう,수상,N2
宰相,さいしょう,재상,etc
相手,あいて,상대/상대방,N3
相棒,あいぼう,동료/파트너,etc
決定,けってい,결정,N3
指定,してい,지정,N3
測定,そくてい,측정,N3
定石,じょうせき,정석,etc
約定,やくじょう,약정,etc
選択,せんたく,선택,N3
選出,せんしゅつ,선출,etc
選抜,せんばつ,선발,etc
選挙,せんきょ,선거,N3
米飯,べいはん,쌀밥,etc
米穀,べいこく,미곡,etc
日米,にちべい,일미(일본과 미국),etc
欧米,おうべい,구미(유럽과 미국),N2
新米,しんまい,햅쌀,etc
白米,はくまい,백미,etc
玄米,げんまい,현미,etc
米,こめ,쌀,N4
