Link,Kanji,Meanings,On Yomi,Kun Yomi,Pronunciations,Level
https://nihongokanji.com/1577,幻,"[""환영"", ""환상"", ""허깨비""]","[""ゲン""]","[""まぼろし""]","[""헛보일 환""]",N1
https://nihongokanji.com/1578,煮,"[""끓이다"", ""삶다""]","[""シャ""]","[""に(る)、に(える)、に(やす)""]","[""삶을 자""]",N1
https://nihongokanji.com/1579,姫,"[""후궁"", ""아가씨"", ""공주""]",[],"[""ひめ""]","[""아가씨 희""]",N1
https://nihongokanji.com/1580,誓,"[""맹세하다"", ""서약하다""]","[""セイ""]","[""ちか(う)""]","[""맹세할 서""]",N1
https://nihongokanji.com/1581,把,"[""쥐다"", ""잡다""]","[""ハ""]",[],"[""잡을 파""]",N1
https://nihongokanji.com/1582,践,"[""짓밟다"", ""실천하다""]","[""セン""]",[],"[""밟을 천""]",N1
https://nihongokanji.com/1583,呈,"[""바치다"", ""드러내다""]","[""テイ""]",[],"[""드릴 정""]",N1
https://nihongokanji.com/1584,疎,"[""소원하다"", ""멀리하다""]","[""ソ""]","[""うと(い)、うと(む)""]","[""성길 소""]",N1
https://nihongokanji.com/1585,仰,"[""우러러보다""]","[""ギョウ、コウ""]","[""あお(ぐ)、おお(せ)""]","[""우러를 앙""]",N1
https://nihongokanji.com/1586,剛,"[""굳센""]","[""ゴウ""]",[],"[""굳셀 강""]",N1
https://nihongokanji.com/1587,疾,"[""질병"", ""빠르다""]","[""シツ""]",[],"[""병 질""]",N1
https://nihongokanji.com/1588,征,"[""정벌하다"", ""토벌하다""]","[""セイ""]",[],"[""칠 정""]",N1
https://nihongokanji.com/1589,砕,"[""부서지다"", ""부수다""]","[""サイ""]","[""くだ(く)、くだ(ける)""]","[""부술 쇄""]",N1
https://nihongokanji.com/1590,謡,"[""노래""]","[""ヨウ""]","[""うた(い)、うた(う)""]","[""노래 요""]",N1
https://nihongokanji.com/1591,嫁,"[""시집가다""]","[""カ""]","[""よめ、とつ(ぐ)""]","[""시집갈 가""]",N1
https://nihongokanji.com/1592,謙,"[""겸손하다""]","[""ケン""]",[],"[""겸손할 겸""]",N1
https://nihongokanji.com/1593,后,"[""왕비"", ""황후"", ""뒤""]","[""コウ""]",[],"[""뒤 후""]",N1
https://nihongokanji.com/1594,嘆,"[""한탄하다"", ""탄식하다""]","[""タン""]","[""なげ(く)、なげ(かわしい)""]","[""탄식할 탄""]",N1
https://nihongokanji.com/1595,菌,"[""균"", ""세균"", ""곰팡이 등""]","[""キン""]",[],"[""버섯 균""]",N1
https://nihongokanji.com/1596,鎌,"[""낫""]",[],"[""かま""]","[""낫 겸""]",N1
https://nihongokanji.com/1597,巣,"[""둥지"", ""보금자리"", ""소굴""]","[""ソウ""]",[],"[""새집 소""]",N1
https://nihongokanji.com/1598,頻,"[""자주"", ""빈번한""]","[""ヒン""]",[],"[""자주 빈""]",N1
https://nihongokanji.com/1599,琴,"[""거문고"", ""현악기""]","[""キン""]","[""こと""]","[""거문고 금""]",N1
https://nihongokanji.com/1600,班,"[""반"", ""조"", ""그룹"", ""나누다""]","[""ハン""]",[],"[""나눌 반""]",N1
https://nihongokanji.com/1601,棚,"[""선반""]",[],"[""たな""]","[""사다리 붕""]",N1
https://nihongokanji.com/1602,潔,"[""깨끗한"", ""순결한""]","[""ケツ""]","[""いさぎよ(い)""]","[""깨끗할 결""]",N1
https://nihongokanji.com/1603,酷,"[""가혹한"", ""심한""]","[""コク""]",[],"[""심할 혹""]",N1
https://nihongokanji.com/1604,宰,"[""주관하다"", ""재상""]","[""サイ""]",[],"[""재상 재""]",N1
https://nihongokanji.com/1605,廊,"[""회랑"", ""복도""]","[""ロウ""]",[],"[""사랑채/행랑 랑""]",N1
https://nihongokanji.com/1606,寂,"[""적막한"", ""쓸쓸한"", ""고요한""]","[""ジャク、セキ""]","[""さび、さび(しい)、さび(れる)""]","[""고요할 적""]",N1
https://nihongokanji.com/1607,伏,"[""엎드리다"", ""복종하다""]","[""フク""]","[""ふ(せる)、ふ(す)""]","[""엎드릴 복/안을 부""]",N1
https://nihongokanji.com/1608,碁,"[""바둑""]","[""ゴ""]",[],"[""바둑 기""]",N1
https://nihongokanji.com/1609,俗,"[""풍속"", ""세속"", ""평범한""]","[""ゾク""]",[],"[""풍속 속""]",N1
https://nihongokanji.com/1610,漠,"[""사막"", ""끝이 없는"", ""막연한""]","[""バク""]",[],"[""넓을 막""]",N1
https://nihongokanji.com/1611,邪,"[""간사한"", ""사악한""]","[""ジャ""]",[],"[""간사할 사""]",N1
https://nihongokanji.com/1612,晶,"[""수정""]","[""ショウ""]",[],"[""맑을 정""]",N1
https://nihongokanji.com/1613,墨,"[""먹""]","[""ボク""]","[""すみ""]","[""먹 묵""]",N1
https://nihongokanji.com/1614,鎮,"[""진압하다"", ""진정시키다""]","[""チン""]","[""しず(める)、しず(まる)""]","[""진압할 진""]",N1
https://nihongokanji.com/1615,洞,"[""동굴"", ""구멍"", ""꿰뚫어 보다""]","[""ドウ""]","[""ほら""]","[""골 동/밝을 통""]",N1
https://nihongokanji.com/1616,履,"[""발로 밟다"", ""행하다""]","[""リ""]","[""は(く)""]","[""밟을 리""]",N1
https://nihongokanji.com/1617,劣,"[""못하다"", ""열등하다""]","[""レツ""]","[""おと(る)""]","[""못할 렬""]",N1
https://nihongokanji.com/1618,那,"[""어째서"", ""찰나의""]","[""ナ""]",[],"[""어찌 나""]",N1
https://nihongokanji.com/1619,殴,"[""때리다"", ""두드리다""]","[""オウ""]","[""なぐ(る)""]","[""때릴 구""]",N1
https://nihongokanji.com/1620,娠,"[""잉태하다"", ""임신하다""]","[""シン""]",[],"[""아이 밸 신""]",N1
https://nihongokanji.com/1621,奉,"[""받들다"", ""섬기다""]","[""ホウ、ブ""]","[""たてまつ(る)""]","[""받들 봉""]",N1
https://nihongokanji.com/1622,憂,"[""걱정"", ""근심""]","[""ユウ""]","[""うれ(える)、うれ(い)、う(い)""]","[""근심 우""]",N1
https://nihongokanji.com/1623,朴,"[""꾸밈없는"", ""순박한""]","[""ボク""]",[],"[""순박할 박""]",N1
https://nihongokanji.com/1624,亭,"[""정자"", ""건물""]","[""テイ""]",[],"[""정자 정""]",N1
https://nihongokanji.com/1625,怪,"[""괴상한"", ""이상한"", ""진기한""]","[""カイ""]","[""あや(しい)、あや(しむ)""]","[""괴이할 괴""]",N1
https://nihongokanji.com/1626,酔,"[""(술에) 취하다"", ""심취하다""]","[""スイ""]","[""よ(う)""]","[""취할 취""]",N1
https://nihongokanji.com/1627,惜,"[""아쉬워하다"", ""아깝다""]","[""セキ""]","[""お(しい)、お(しむ)""]","[""아낄 석""]",N1
https://nihongokanji.com/1628,穫,"[""수확하다""]","[""カク""]",[],"[""거둘 확""]",N1
https://nihongokanji.com/1629,佳,"[""아름답다""]","[""カ""]",[],"[""아름다울 가""]",N1
https://nihongokanji.com/1630,潤,"[""물기가 있는"", ""윤기있는""]","[""ジュン""]","[""うるお(う)、うるお(す)、うる(む)""]","[""불을 윤""]",N1
https://nihongokanji.com/1631,悼,"[""애도하다""]","[""トウ""]","[""いた(む)""]","[""슬퍼할 도""]",N1
https://nihongokanji.com/1632,乏,"[""부족하다"", ""가난하다""]",[],"[""とぼ(しい)""]","[""모자랄 핍""]",N1
https://nihongokanji.com/1633,該,"[""해박하다"", ""일치하다""]","[""ガイ""]",[],"[""갖출/마땅 해""]",N1
https://nihongokanji.com/1634,赴,"[""향해 가다"", ""달려가다""]","[""フ""]","[""おもむ(く)""]","[""다다를/갈 부""]",N1
https://nihongokanji.com/1635,桑,"[""뽕나무""]","[""ソウ""]","[""くわ""]","[""뽕나무 상""]",N1
https://nihongokanji.com/1636,髄,"[""골수""]","[""ズイ""]",[],"[""골수 수""]",N1
https://nihongokanji.com/1637,虎,"[""호랑이""]","[""コ""]","[""とら""]","[""범 호""]",N1
https://nihongokanji.com/1638,盆,"[""동이"", ""쟁반""]","[""ボン""]",[],"[""동이 분""]",N1
https://nihongokanji.com/1639,穂,"[""이삭""]","[""スイ""]","[""ほ""]","[""이삭 수""]",N1
https://nihongokanji.com/1640,壮,"[""장하다"", ""사내답다"", ""굳세다""]","[""ソウ""]",[],"[""씩씩할 장""]",N1
https://nihongokanji.com/1641,堤,"[""제방"", ""둑""]","[""テイ""]","[""つつみ""]","[""둑 제""]",N1
https://nihongokanji.com/1642,飢,"[""굶주리다""]","[""キ""]","[""う(える)""]","[""주릴 기""]",N1
https://nihongokanji.com/1643,傍,"[""곁"", ""옆""]","[""ボウ""]","[""かたわ(ら)""]","[""곁 방""]",N1
https://nihongokanji.com/1644,疫,"[""역병"", ""전염병""]","[""エキ、ヤク""]",[],"[""전염병 역""]",N1
https://nihongokanji.com/1645,累,"[""쌓이다"", ""겹치다"", ""묶이다""]","[""ルイ""]",[],"[""묶을/여러 루""]",N1
https://nihongokanji.com/1646,痴,"[""어리석다""]","[""チ""]",[],"[""어리석을 치""]",N1
https://nihongokanji.com/1647,搬,"[""옮기다"", ""나르다""]","[""ハン""]",[],"[""옮길 반""]",N1
https://nihongokanji.com/1648,癒,"[""치유하다""]","[""ユ""]","[""い(える)、い(やす)""]","[""병 나을 유""]",N1
https://nihongokanji.com/1649,寸,"[""촌(길이의 단위)"", ""극히 조금""]","[""スン""]",[],"[""마디 촌""]",N1
https://nihongokanji.com/1650,郭,"[""외곽"", ""둘레"", ""성곽""]","[""カク""]",[],"[""둘레/외성 곽""]",N1
https://nihongokanji.com/1651,尿,"[""소변"", ""오줌""]","[""ニョウ""]",[],"[""오줌 뇨""]",N1
https://nihongokanji.com/1652,凶,"[""간악한"", ""흉한"", ""불길한""]","[""キョウ""]",[],"[""흉할 흉""]",N1
https://nihongokanji.com/1653,吐,"[""토하다""]","[""ト""]","[""は(く)""]","[""토할 토""]",N1
https://nihongokanji.com/1654,宴,"[""잔치"", ""연회""]","[""エン""]",[],"[""잔치 연""]",N1
https://nihongokanji.com/1655,賓,"[""귀한 손님""]","[""ヒン""]",[],"[""손 빈""]",N1
https://nihongokanji.com/1656,虜,"[""포로""]","[""リョ""]",[],"[""사로잡을 로""]",N1
https://nihongokanji.com/1657,陶,"[""질그릇"", ""빚어 만들다"", ""황홀함""]","[""トウ""]",[],"[""질그릇 도""]",N1
https://nihongokanji.com/1658,鐘,"[""종""]","[""ショウ""]","[""かね""]","[""쇠북 종""]",N1
https://nihongokanji.com/1659,憾,"[""섭섭하다"", ""유감""]","[""カン""]",[],"[""섭섭할 감""]",N1
https://nihongokanji.com/1660,磁,"[""자석""]","[""ジ""]",[],"[""자석 자""]",N1
https://nihongokanji.com/1661,弥,"[""퍼지다"", ""두루 미치다"", ""깁다""]","[""ビ、ミ""]","[""や""]","[""두루 미""]",N1
https://nihongokanji.com/1662,昆,"[""후손"", ""곤충""]","[""コン""]",[],"[""맏/벌레 곤""]",N1
https://nihongokanji.com/1663,粗,"[""거친"", ""조잡한""]","[""ソ""]","[""あら(い)""]","[""거칠 조""]",N1
https://nihongokanji.com/1664,訂,"[""수정하다"", ""고치다"", ""바로잡다""]","[""テイ""]",[],"[""바로잡을 정""]",N1
https://nihongokanji.com/1665,芽,"[""싹"", ""새싹""]","[""ガ""]","[""め""]","[""싹 아""]",N1
https://nihongokanji.com/1666,傘,"[""우산""]","[""サン""]","[""かさ""]","[""우산 산""]",N1
https://nihongokanji.com/1667,騎,"[""말을 타다""]","[""キ""]",[],"[""말 탈 기""]",N1
https://nihongokanji.com/1668,寧,"[""편안한"", ""안정된"", ""정중한""]","[""ネイ""]",[],"[""편안할 녕""]",N1
https://nihongokanji.com/1669,循,"[""순환하다"", ""따라서 돌다""]","[""ジュン""]",[],"[""돌 순""]",N1
https://nihongokanji.com/1670,忍,"[""참다"", ""견디다""]","[""ニン""]","[""しの(ぶ)、しの(ばせる)""]","[""참을 인""]",N1
https://nihongokanji.com/1671,怠,"[""게으르다""]","[""タイ""]","[""おこた(る)、なま(ける)""]","[""게으를 태""]",N1
https://nihongokanji.com/1672,如,"[""그대로"", ""같은""]","[""ジョ、ニョ""]",[],"[""같을 여""]",N1
https://nihongokanji.com/1673,寮,"[""기숙사""]","[""リョウ""]",[],"[""동관 료""]",N1
https://nihongokanji.com/1674,鉛,"[""납""]","[""エン""]","[""なまり""]","[""납 연""]",N1
https://nihongokanji.com/1675,珠,"[""구슬"", ""진주""]","[""シュ""]",[],"[""구슬 주""]",N1
https://nihongokanji.com/1676,凝,"[""엉기다""]","[""ギョウ""]","[""こ(る)、こ(らす)""]","[""엉길 응""]",N1
https://nihongokanji.com/1677,苗,"[""모종"", ""곡식""]","[""ビョウ""]","[""なえ、なわ""]","[""모 묘""]",N1
https://nihongokanji.com/1678,獣,"[""짐승""]","[""ジュウ""]","[""けもの""]","[""짐승 수""]",N1
https://nihongokanji.com/1679,哀,"[""슬프다"", ""가엾다""]","[""アイ""]","[""あわ(れ)、あわ(れむ)""]","[""슬플 애""]",N1
https://nihongokanji.com/1680,跳,"[""뛰어오르다"", ""도약하다""]","[""チョウ""]","[""は(ねる)、と(ぶ)""]","[""뛸 도""]",N1
https://nihongokanji.com/1681,匠,"[""장인"", ""기술자"", ""목공""]","[""ショウ""]",[],"[""장인 장""]",N1
https://nihongokanji.com/1682,垂,"[""드리우다"", ""매달리다""]","[""スイ""]","[""た(れる)、た(らす)""]","[""드리울 수""]",N1
https://nihongokanji.com/1683,蛇,"[""뱀""]","[""ジャ、ダ""]","[""へび""]","[""긴 뱀 사""]",N1
https://nihongokanji.com/1684,澄,"[""맑다""]","[""チョウ""]","[""す(む)、す(ます)""]","[""맑을 징""]",N1
https://nihongokanji.com/1685,縫,"[""꿰매다""]","[""ホウ""]","[""ぬ(う)""]","[""꿰맬 봉""]",N1
https://nihongokanji.com/1686,僧,"[""승려""]","[""ソウ""]",[],"[""중 승""]",N1
https://nihongokanji.com/1687,幾,"[""몇"", ""얼마""]","[""キ""]","[""いく""]","[""몇 기""]",N1
https://nihongokanji.com/1688,眺,"[""바라보다"", ""조망하다""]","[""チョウ""]","[""なが(める)""]","[""바라볼 조""]",N1
https://nihongokanji.com/1689,唐,"[""당나라"", ""당황하다""]","[""トウ""]","[""から""]","[""당나라/당황할 당""]",N1
https://nihongokanji.com/1690,呉,"[""오나라""]","[""ゴ""]",[],"[""성씨 오""]",N1
https://nihongokanji.com/1691,凡,"[""평범한""]","[""ボン、ハン""]",[],"[""무릇 범""]",N1
https://nihongokanji.com/1692,憩,"[""쉬다""]","[""ケイ""]","[""いこ(い)、いこ(う)""]","[""쉴 게""]",N1
https://nihongokanji.com/1693,媛,"[""우아한 여자"", ""미녀""]","[""エン""]",[],"[""여자 원""]",N1
https://nihongokanji.com/1694,溝,"[""도랑"", ""해자""]","[""コウ""]","[""みぞ""]","[""도랑 구""]",N1
https://nihongokanji.com/1695,恭,"[""공경하다"", ""공손하다""]","[""キョウ""]","[""うやうや(しい)""]","[""공손할 공""]",N1
https://nihongokanji.com/1696,刈,"[""베다""]",[],"[""か(る)""]","[""벨 예""]",N1
https://nihongokanji.com/1697,睡,"[""졸다"", ""자다""]","[""スイ""]",[],"[""졸음 수""]",N1
https://nihongokanji.com/1698,錯,"[""착각하다"", ""뒤섞이다""]","[""サク""]",[],"[""어긋날 착""]",N1
https://nihongokanji.com/1699,伯,"[""맏"", ""큰형""]","[""ハク""]",[],"[""맏 백""]",N1
https://nihongokanji.com/1700,穀,"[""곡물"", ""곡식""]","[""コク""]",[],"[""곡식 곡""]",N1
https://nihongokanji.com/1701,陵,"[""구릉"", ""능(임금의 무덤)""]","[""リョウ""]","[""みささぎ""]","[""언덕 릉""]",N1
https://nihongokanji.com/1702,霧,"[""안개""]","[""ム""]","[""きり""]","[""안개 무""]",N1
https://nihongokanji.com/1703,魂,"[""혼백"", ""영혼"", ""정신""]","[""コン""]","[""たましい""]","[""넋 혼""]",N1
https://nihongokanji.com/1704,弊,"[""폐해"", ""폐단"", ""피로"", ""피폐""]","[""ヘイ""]",[],"[""폐단/해질 폐""]",N1
https://nihongokanji.com/1705,妃,"[""왕비""]","[""ヒ""]",[],"[""왕비 비""]",N1
https://nihongokanji.com/1706,舶,"[""선박"", ""배""]","[""ハク""]",[],"[""배 박""]",N1
https://nihongokanji.com/1707,餓,"[""굶주리다""]","[""ガ""]",[],"[""주릴 아""]",N1
https://nihongokanji.com/1708,窮,"[""한계에 이르다"", ""궁핍하다""]","[""キュウ""]","[""きわ(める)、きわ(まる)""]","[""다할/궁할 궁""]",N1
https://nihongokanji.com/1709,掌,"[""손바닥""]","[""ショウ""]",[],"[""손바닥 장""]",N1
https://nihongokanji.com/1710,麗,"[""곱다"", ""아름답다""]","[""レイ""]","[""うるわ(しい)""]","[""고울 려""]",N1
https://nihongokanji.com/1711,臭,"[""악취"", ""(나쁜) 냄새""]","[""シュウ""]","[""くさ(い)、にお(う)""]","[""냄새 취""]",N1
https://nihongokanji.com/1712,悦,"[""기쁘다""]","[""エツ""]",[],"[""기쁠 열""]",N1
https://nihongokanji.com/1713,刃,"[""칼날""]","[""ジン""]","[""は""]","[""칼날 인""]",N1
https://nihongokanji.com/1714,縛,"[""묶다"", ""포박하다""]","[""バク""]","[""しば(る)""]","[""얽을 박""]",N1
https://nihongokanji.com/1715,暦,"[""달력""]","[""レキ""]","[""こよみ""]","[""책력 력""]",N1
https://nihongokanji.com/1716,宜,"[""마땅하다"", ""적절하다""]","[""ギ""]",[],"[""마땅 의""]",N1
https://nihongokanji.com/1717,盲,"[""눈이 멀다"", ""맹인""]","[""モウ""]",[],"[""맹인 맹""]",N1
https://nihongokanji.com/1718,粋,"[""순수한"", ""세련된""]","[""スイ""]","[""いき""]","[""순수할 수""]",N1
https://nihongokanji.com/1719,辱,"[""욕보이다"", ""더럽히다""]","[""ジョク""]","[""はずかし(める)""]","[""욕될 욕""]",N1
https://nihongokanji.com/1720,轄,"[""관할하다"", ""관리하다""]","[""カツ""]",[],"[""다스릴 할""]",N1
https://nihongokanji.com/1721,猿,"[""원숭이""]","[""エン""]","[""さる""]","[""원숭이 원""]",N1
https://nihongokanji.com/1722,弦,"[""활시위""]","[""ゲン""]","[""つる""]","[""활시위 현""]",N1
https://nihongokanji.com/1723,窒,"[""막히다"", ""막다""]","[""チツ""]",[],"[""막힐 질""]",N1
https://nihongokanji.com/1724,炊,"[""밥을 짓다""]","[""スイ""]","[""た(く)""]","[""불 땔 취""]",N1
https://nihongokanji.com/1725,洪,"[""홍수""]","[""コウ""]",[],"[""넓을 홍""]",N1
https://nihongokanji.com/1726,摂,"[""다스리다"", ""집행하다""]","[""セツ""]",[],"[""다스릴 섭""]",N1
https://nihongokanji.com/1727,飽,"[""배부르다"", ""질리다""]","[""ホウ""]","[""あ(きる)、あ(かす)""]","[""배부를 포""]",N1
https://nihongokanji.com/1728,冗,"[""쓸데없는"", ""번거로운""]","[""ジョウ""]",[],"[""쓸데없을 용""]",N1
https://nihongokanji.com/1729,桃,"[""복숭아""]","[""トウ""]","[""もも""]","[""복숭아 도""]",N1
https://nihongokanji.com/1730,狩,"[""사냥""]","[""シュ""]","[""か(る)、か(り)""]","[""사냥할 수""]",N1
https://nihongokanji.com/1731,朱,"[""주홍색""]","[""シュ""]",[],"[""붉을 주""]",N1
https://nihongokanji.com/1732,渦,"[""소용돌이""]","[""カ""]","[""うず""]","[""소용돌이 와""]",N1
https://nihongokanji.com/1733,紳,"[""띠"", ""신사""]","[""シン""]",[],"[""띠 신""]",N1
https://nihongokanji.com/1734,枢,"[""중추"", ""가장 중요한 부분""]","[""スウ""]",[],"[""지도리 추""]",N1
https://nihongokanji.com/1735,碑,"[""비석""]","[""ヒ""]",[],"[""비석 비""]",N1
https://nihongokanji.com/1736,鍛,"[""단련하다"", ""(쇠를)불리다""]","[""タン""]","[""きた(える)""]","[""쇠 불릴 단""]",N1
https://nihongokanji.com/1737,刀,"[""칼""]","[""トウ""]","[""かたな""]","[""칼 도""]",N1
https://nihongokanji.com/1738,鼓,"[""북""]","[""コ""]","[""つづみ""]","[""북 고""]",N1
https://nihongokanji.com/1739,裸,"[""알몸"", ""벌거벗다""]","[""ラ""]","[""はだか""]","[""벗을 라""]",N1
https://nihongokanji.com/1740,猶,"[""망설이다"", ""주저하다""]","[""ユウ""]",[],"[""오히려 유""]",N1
https://nihongokanji.com/1741,塊,"[""덩어리""]","[""カイ""]","[""かたまり""]","[""덩어리 괴""]",N1
https://nihongokanji.com/1742,旋,"[""빙빙 돌다"", ""회전하다""]","[""セン""]",[],"[""돌 선""]",N1
https://nihongokanji.com/1743,弓,"[""활""]","[""キュウ""]","[""ゆみ""]","[""활 궁""]",N1
https://nihongokanji.com/1744,幣,"[""화폐""]","[""ヘイ""]",[],"[""화폐 폐""]",N1
https://nihongokanji.com/1745,膜,"[""얇은 막"", ""점막""]","[""マク""]",[],"[""막 막""]",N1
https://nihongokanji.com/1746,扇,"[""부채""]","[""セン""]","[""おうぎ""]","[""부채 선""]",N1
https://nihongokanji.com/1747,腸,"[""창자""]","[""チョウ""]",[],"[""창자 장""]",N1
https://nihongokanji.com/1748,槽,"[""통"", ""구유""]","[""ソウ""]",[],"[""구유 조""]",N1
https://nihongokanji.com/1749,慈,"[""자애"", ""자비""]","[""ジ""]","[""いつく(しむ)""]","[""사랑 자""]",N1
https://nihongokanji.com/1750,伐,"[""치다"", ""정벌하다"", ""토벌하다""]","[""バツ""]",[],"[""칠 벌""]",N1
https://nihongokanji.com/1751,漬,"[""담그다"", ""담궈지다""]",[],"[""つ(ける)、つ(かる)""]","[""담글 지""]",N1
https://nihongokanji.com/1752,糾,"[""얽히다"", ""꼬이다""]","[""キュウ""]",[],"[""얽힐 규""]",N1
https://nihongokanji.com/1753,墳,"[""무덤""]","[""フン""]",[],"[""무덤 분""]",N1
https://nihongokanji.com/1754,坪,"[""평(토지"", ""면적의 단위)""]",[],"[""つぼ""]","[""들 평""]",N1
https://nihongokanji.com/1755,紺,"[""감색/암청색""]","[""コン""]",[],"[""감색 감""]",N1
https://nihongokanji.com/1756,慌,"[""당황하다"", ""허둥대다""]","[""コウ""]","[""あわ(てる)、あわ(ただしい)""]","[""어리둥절 황""]",N1
https://nihongokanji.com/1757,娯,"[""즐기다"", ""오락""]","[""ゴ""]",[],"[""즐거워할 오""]",N1
https://nihongokanji.com/1758,舌,"[""혀""]","[""ゼツ""]","[""した""]","[""혀 설""]",N1
https://nihongokanji.com/1759,羅,"[""그물"", ""나열하다""]","[""ラ""]",[],"[""벌일 라""]",N1
https://nihongokanji.com/1760,峡,"[""골짜기"", ""협곡""]","[""キョウ""]",[],"[""골짜기 협""]",N1
https://nihongokanji.com/1761,俸,"[""봉급"", ""급료""]","[""ホウ""]",[],"[""녹 봉""]",N1
https://nihongokanji.com/1762,厘,"[""매우 작은 수""]","[""リン""]",[],"[""다스릴 리""]",N1
https://nihongokanji.com/1763,峰,"[""산봉우리""]","[""ホウ""]","[""みね""]","[""봉우리 봉""]",N1
https://nihongokanji.com/1764,醸,"[""양조하다"", ""빚다""]","[""ジョウ""]","[""かも(す)""]","[""술 빚을 양""]",N1
https://nihongokanji.com/1765,弔,"[""조문하다"", ""위로하다""]","[""チョウ""]","[""とむら(う)""]","[""조상할 조""]",N1
https://nihongokanji.com/1766,乙,"[""을('갑을병'의 '을')""]","[""オツ""]",[],"[""새 을""]",N1
https://nihongokanji.com/1767,汁,"[""즙"", ""액체""]","[""ジュウ""]","[""しる""]","[""즙 즙""]",N1
https://nihongokanji.com/1768,尼,"[""비구니""]","[""ニ""]","[""あま""]","[""여승 니""]",N1
https://nihongokanji.com/1769,遍,"[""두루"", ""모든"", ""보편""]","[""ヘン""]",[],"[""두루 편""]",N1
https://nihongokanji.com/1770,衡,"[""저울"", ""균형""]","[""コウ""]",[],"[""저울대 형""]",N1
https://nihongokanji.com/1771,薫,"[""향기"", ""향을 내다""]","[""クン""]","[""かお(る)""]","[""향초 훈""]",N1
https://nihongokanji.com/1772,猟,"[""사냥하다""]","[""リョウ""]",[],"[""사냥 렵""]",N1
https://nihongokanji.com/1773,羊,"[""양""]","[""ヨウ""]","[""ひつじ""]","[""양 양""]",N1
https://nihongokanji.com/1774,款,"[""약관"", ""조항"", ""항목""]","[""カン""]",[],"[""항목 관""]",N1
https://nihongokanji.com/1775,閲,"[""열람하다"", ""검열하다""]","[""エツ""]",[],"[""볼 열""]",N1
https://nihongokanji.com/1776,偵,"[""염탐하다"", ""정찰하다""]","[""テイ""]",[],"[""염탐할 정""]",N1
https://nihongokanji.com/1777,喝,"[""꾸짖다"", ""으르다""]","[""カツ""]",[],"[""꾸짖을 갈""]",N1
https://nihongokanji.com/1778,敢,"[""감히"", ""구태여"", ""과감한""]","[""カン""]",[],"[""감히 감""]",N1
https://nihongokanji.com/1779,胎,"[""아이를 배다"", ""자궁""]","[""タイ""]",[],"[""아이 밸 태""]",N1
https://nihongokanji.com/1780,酵,"[""발효""]","[""コウ""]",[],"[""삭힐 효""]",N1
https://nihongokanji.com/1781,憤,"[""분개하다"", ""분노""]","[""フン""]","[""いきどお(る)""]","[""분할 분""]",N1
https://nihongokanji.com/1782,豚,"[""돼지""]","[""トン""]","[""ぶた""]","[""돼지 돈""]",N1
https://nihongokanji.com/1783,遮,"[""가로막다"", ""차단하다""]","[""シャ""]","[""さえぎ(る)""]","[""가릴 차""]",N1
https://nihongokanji.com/1784,扉,"[""문짝"", ""문""]","[""ヒ""]","[""とびら""]","[""사립문 비""]",N1
https://nihongokanji.com/1785,硫,"[""황(sulphur)""]","[""リュウ""]",[],"[""유황 류""]",N1
https://nihongokanji.com/1786,赦,"[""용서하다""]","[""シャ""]",[],"[""용서할 사""]",N1
https://nihongokanji.com/1787,窃,"[""훔치다"", ""절도""]","[""セツ""]",[],"[""훔칠 절""]",N1
https://nihongokanji.com/1788,泡,"[""거품""]","[""ホウ""]","[""あわ""]","[""거품 포""]",N1
https://nihongokanji.com/1789,又,"[""또"", ""다시"", ""재차""]",[],"[""また""]","[""또 우""]",N1
https://nihongokanji.com/1790,慨,"[""개탄하다"", ""슬퍼하다""]","[""ガイ""]",[],"[""슬퍼할 개""]",N1
https://nihongokanji.com/1791,紡,"[""실을 잣다""]","[""ボウ""]","[""つむ(ぐ)""]","[""길쌈 방""]",N1
https://nihongokanji.com/1792,恨,"[""원망하다"", ""한""]","[""コン""]","[""うら(む)、うら(めしい)""]","[""한 한""]",N1
https://nihongokanji.com/1793,肪,"[""기름"", ""지방""]","[""ボウ""]",[],"[""살찔 방""]",N1
https://nihongokanji.com/1794,扶,"[""돕다"", ""조력하다""]","[""フ""]",[],"[""도울 부""]",N1
https://nihongokanji.com/1795,戯,"[""놀다"", ""장난치다"", ""희롱하다""]","[""ギ""]","[""たわむ(れる)""]","[""놀 희""]",N1
https://nihongokanji.com/1796,忌,"[""꺼리다"", ""싫어하다""]","[""キ""]","[""い(む)、い(まわしい)""]","[""꺼릴 기""]",N1
https://nihongokanji.com/1797,濁,"[""탁하다"", ""흐리다""]","[""ダク""]","[""にご(る)、にご(す)""]","[""흐릴 탁""]",N1
https://nihongokanji.com/1798,奔,"[""빠르게 달리다""]","[""ホン""]",[],"[""달릴 분""]",N1
https://nihongokanji.com/1799,斗,"[""~말(술/곡물을 세는 단위)""]","[""ト""]",[],"[""말 두""]",N1
https://nihongokanji.com/1800,迅,"[""빠르다""]","[""ジン""]",[],"[""빠를 신""]",N1
https://nihongokanji.com/1801,肖,"[""닮다"", ""본뜨다""]","[""ショウ""]",[],"[""닮을/같을 초""]",N1
https://nihongokanji.com/1802,鉢,"[""바리때"", ""사발""]","[""ハチ、ハツ""]",[],"[""바리때 발""]",N1
https://nihongokanji.com/1803,朽,"[""썩다""]","[""キュウ""]","[""く(ちる)""]","[""썩을 후""]",N1
