Word,Furigana,Meaning,Level
矛盾,むじゅん,모순,N1
矛先,ほこさき,창끝/비난의 화살(방향),N1
垣,かき,울타리/담,N1
石垣,いしがき,돌담,N1
詐欺,さぎ,사기,N1
偽る,いつわる,거짓말하다/속이다,N1
欺く,あざむく,속이다/깔보다,N1
釣魚,ちょうぎょ,조어(낚시질),N1
缶詰,かんづめ,통조림,N1
化粧,けしょう,화장,N1
隻眼,せきがん,척안(외눈),N1
一隻,いっせき,(배) 한 척,N1
静粛,せいしゅく,정숙(조용함),N1
粛清,しゅくせい,숙청,N1
粛然,しゅくぜん,숙연,N1
厳粛,げんしゅく,엄숙,N1
愚昧,ぐまい,우매,N1
愚鈍,ぐどん,우둔,N1
愚問,ぐもん,우문,N1
愚弟,ぐてい,우제(자기 아우의 겸칭),N1
愚妻,ぐさい,우처(자기 아내의 겸칭),N1
遭遇,そうぐう,조우,N1
遭難,そうなん,조난,N1
架設,かせつ,가설,N1
架空,かくう,가공,N1
書架,しょか,서가,N1
悪鬼,あっき,악귀,N1
鬼畜,きちく,귀축,N1
鬼才,きさい,귀재,N1
鬼,おに,귀신,N1
鬼ごっこ,おにごっこ,술래잡기,N1
庶民,しょみん,서민,N1
庶務,しょむ,서무,N1
幼稚,ようち,유치,N1
稚拙,ちせつ,치졸,N1
滋養,じよう,자양,N1
滋養強壮剤,じようきょうそうざい,자양강장제,N1
幻想,げんそう,환상,N1
夢幻,むげん,몽환,N1
幻覚,げんかく,환각,N1
幻惑,げんわく,환혹,N1
煮沸,しゃふつ,자비(펄펄 끓임),N1
姫,ひめ,아가씨/공주,N1
誓約,せいやく,서약,N1
宣誓,せんせい,선서,N1
把握,はあく,파악,N1
把持,はじ,파지(꼭 붙잡음),N1
実践,じっせん,실천,N1
露呈,ろてい,노정(드러냄),N1
贈呈,ぞうてい,증정,N1
献呈,けんてい,헌정,N1
疎外,そがい,소외,N1
疎遠,そえん,소원,N1
疎通,そつう,소통,N1
意思疎通,いしそつう,의사소통,N1
仰天,ぎょうてん,앙천(몹시 놀람/기겁을 함),N1
仰視,ぎょうし,앙시(우러러봄),N1
信仰,しんこう,신앙,N1
剛健,ごうけん,강건,N1
金剛,こんごう,금강,N1
疾患,しっかん,질환,N1
疾病,しっぺい,질병,N1
疾走,しっそう,질주,N1
征服,せいふく,정복,N1
遠征,えんせい,원정,N1
征伐,せいばつ,정벌,N1
粉砕,ふんさい,분쇄,N1
砕氷船,さいひょうせん,쇄빙선,N1
童謡,どうよう,동요,N1
民謡,みんよう,민요,N1
歌謡,かよう,가요,N1
転嫁,てんか,전가,N1
嫁する,かする,시집가다,N1
嫁,よめ,새신부/아내/며느리,N1
謙遜,けんそん,겸손,N1
謙譲,けんじょう,겸양,N1
謙虚,けんきょ,겸허,N1
皇后,こうごう,황후,N1
母后,ぼこう,황태후,N1
驚嘆,きょうたん,경탄,N1
感嘆,かんたん,감탄,N1
悲嘆,ひたん,비탄,N1
嘆息,たんそく,탄식,N1
痛嘆,つうたん,통탄,N1
細菌,さいきん,세균,N1
菌類,きんるい,균류,N1
殺菌,さっきん,살균,N1
鎌,かま,낫,N1
鎌倉時代,かまくらじだい,카마쿠라 시대,N1
精巣,せいそう,정소,N1
卵巣,らんそう,난소,N1
巣窟,そうくつ,소굴,N1
頻度,ひんど,빈도,N1
頻発,ひんぱつ,빈발,N1
頻繁,ひんぱん,빈번,N1
弾琴,だんきん,탄금,N1
七弦琴,しちげんきん,칠현금,N1
琴,こと,거문고,N1
班長,はんちょう,반장,N1
班員,はんいん,반원,N1
班,はん,반/조/그룹,N1
本棚,ほんだな,책장/서가,N1
純潔,じゅんけつ,순결,N1
潔白,けっぱく,결백,N1
高潔,こうけつ,고결,N1
簡潔,かんけつ,간결,N1
苛酷,かこく,가혹,N1
残酷,ざんこく,잔혹,N1
冷酷,れいこく,냉혹,N1
酷使,こくし,혹사,N1
主宰,しゅさい,주재,N1
宰相,さいしょう,재상,N1
回廊,かいろう,회랑,N1
画廊,がろう,화랑,N1
廊下,ろうか,복도,N1
静寂,せいじゃく,정적,N1
閑寂,かんじゃく,한적,N1
入寂,にゅうじゃく,입적(승려가 죽음),N1
寂々,せきせき,적적,N1
伏線,ふくせん,복선,N1
起伏,きふく,기복,N1
潜伏,せんぷく,잠복,N1
碁石,ごいし,바둑돌,N1
碁盤,ごばん,바둑판,N1
民俗,みんぞく,민속,N1
俗説,ぞくせつ,속설,N1
俗語,ぞくご,속어,N1
低俗,ていぞく,저속,N1
風俗,ふうぞく,풍속/매춘,N1
砂漠,さばく,사막,N1
漠然,ばくぜん,막연,N1
広漠,こうばく,광막(넓고 아득함),N1
邪悪,じゃあく,사악,N1
邪魔,じゃま,방해,N1
邪道,じゃどう,사도(올바르지 못한 길),N1
風邪,かぜ,감기,N1
結晶,けっしょう,결정,N1
水晶,すいしょう,수정,N1
白墨,はくぼく,백묵(분필),N1
水墨画,すいぼくが,수묵화,N1
墨絵,すみえ,수묵화,N1
鎮圧,ちんあつ,진압,N1
鎮火,ちんか,진화,N1
鎮静,ちんせい,진정,N1
鎮痛剤,ちんつうざい,진통제,N1
洞察,どうさつ,통찰,N1
洞窟,どうくつ,동굴,N1
空洞,くうどう,공동,N1
洞穴,ほらあな,동굴,N1
履歴,りれき,이력,N1
履行,りこう,이행,N1
履修,りしゅう,이수,N1
劣等,れっとう,열등,N1
優劣,ゆうれつ,우열,N1
卑劣,ひれつ,비열,N1
旦那様,だんなさま,서방님/어르신,N1
刹那,せつな,찰나,N1
殴打,おうだ,구타,N1
妊娠,にんしん,임신,N1
奉仕,ほうし,봉사,N1
信奉,しんぽう,신봉,N1
奉納,ほうのう,봉납,N1
奉行,ぶぎょう,봉행(명을 받들어 일을 행하는 것),N1
憂鬱,ゆううつ,우울,N1
憂慮,ゆうりょ,우려,N1
憂愁,ゆうしゅう,우수,N1
素朴,そぼく,소박,N1
純朴,じゅんぼく,순박,N1
亭主,ていしゅ,남편/집주인,N1
料亭,りょうてい,요정(고급 일식점),N1
怪獣,かいじゅう,괴수,N1
奇怪,きかい,기괴,N1
怪談,かいだん,괴담,N1
心酔,しんすい,심취,N1
麻酔,ますい,마취,N1
泥酔,でいすい,만취,N1
惜敗,せきはい,석패,N1
惜別,せきべつ,석별,N1
哀惜,あいせき,애석/애도,N1
収穫,しゅうかく,수확,N1
佳人,かじん,가인(미녀),N1
佳作,かさく,가작,N1
潤沢,じゅんたく,윤택,N1
潤滑,じゅんかつ,윤활,N1
利潤,りじゅん,이윤,N1
哀悼,あいとう,애도,N1
追悼,ついとう,추도,N1
欠乏,けつぼう,결핍,N1
貧乏,びんぼう,빈핍(가난함),N1
該博,がいはく,해박,N1
該当,がいとう,해당,N1
当該,とうがい,당해,N1
赴任,ふにん,부임,N1
桑園,そうえん,뽕나무 밭,N1
桑畑,くわばたけ,뽕나무 밭,N1
骨髄,こつずい,골수,N1
脳髄,のうずい,뇌수,N1
真髄,しんずい,진수,N1
虎穴,こけつ,호랑이 굴,N1
猛虎,もうこ,맹호,N1
盆栽,ぼんさい,분재,N1
盆地,ぼんち,분지,N1
出穂期,しゅっすいき,출수기(벼/보리 등의 이삭이 나오는 시기),N1
稲穂,いなほ,벼이삭,N1
壮大,そうだい,장대,N1
勇壮,ゆうそう,웅장,N1
壮烈,そうれつ,장렬,N1
壮丁,そうてい,장정,N1
堤防,ていぼう,제방,N1
堤,つつみ,제방/둑,N1
飢餓,きが,기아,N1
傍観,ぼうかん,방관,N1
傍聴,ぼうちょう,방청,N1
路傍,ろぼう,노방(길가),N1
免疫,めんえき,면역,N1
検疫,けんえき,검역,N1
疫病,えきびょう,역병,N1
疫病神,やくびょうがみ,역병신,N1
累積,るいせき,누적,N1
累計,るいけい,누계,N1
白痴,はくち,백치,N1
白痴美,はくちび,백치미,N1
痴情,ちじょう,치정,N1
搬入,はんにゅう,반입,N1
搬出,はんしゅつ,반출,N1
運搬,うんぱん,운반,N1
治癒,ちゆ,치유,N1
快癒,かいゆ,쾌유,N1
寸法,すんぽう,치수,N1
寸前,すんぜん,직전/바로 앞,N1
外郭,がいかく,외곽,N1
輪郭,りんかく,윤곽,N1
城郭,じょうかく,성곽,N1
排尿,はいにょう,배뇨,N1
尿意,にょうい,요의,N1
尿道,にょうどう,요도,N1
凶悪,きょうあく,흉악,N1
凶暴,きょうぼう,흉폭,N1
元凶,げんきょう,원흉,N1
吐血,とけつ,토혈,N1
吐露,とろ,토로,N1
宴会,えんかい,연회,N1
酒宴,しゅえん,주연(술잔치),N1
賓客,ひんきゃく,빈객,N1
貴賓,きひん,귀빈,N1
主賓,しゅひん,주빈,N1
捕虜,ほりょ,포로,N1
虜囚,りょしゅう,노수(포로),N1
陶器,とうき,도기,N1
陶工,とうこう,도공,N1
陶酔,とうすい,도취,N1
鐘楼,しょうろう,종루,N1
警鐘,けいしょう,경종,N1
鐘,かね,종,N1
遺憾,いかん,유감,N1
磁石,じしゃく,자석,N1
磁気,じき,자기,N1
磁力,じりょく,자력,N1
弥縫策,びほうさく,미봉책,N1
弥漫,びまん,(기분/풍조 등이)널리 퍼짐,N1
弥勒,みろく,미륵,N1
阿弥陀,あみだ,아미타,N1
南無阿弥陀仏,なむあみだぶつ,나무아미타불,N1
弥生,やよい,야요이(일본 역사 용어)/음력 3월,N1
昆虫,こんちゅう,곤충,N1
昆布,こんぶ,다시마,N1
後昆,こうこん,후손/자손,N1
粗雑,そざつ,조잡,N1
粗末,そまつ,조잡함/허술함,N1
粗品,そしな,변변치 못한 물건(선물의 겸칭),N1
訂正,ていせい,정정,N1
改訂版,かいていばん,개정판,N1
発芽,はつが,발아,N1
麦芽,ばくが,맥아(엿기름),N1
新芽,しんめ,새싹,N1
芽生え,めばえ,싹틈/움틈/발아,N1
落下傘,らっかさん,낙하산,N1
傘下,さんか,산하,N1
傘,かさ,우산,N1
騎馬,きば,기마,N1
騎馬戦,きばせん,기마전,N1
騎兵,きへい,기병,N1
安寧,あんねい,안녕,N1
丁寧,ていねい,정중함,N1
循環,じゅんかん,순환,N1
悪循環,あくじゅんかん,악순환,N1
堪忍,かんにん,참고 견딤,N1
忍耐,にんたい,인내,N1
忍苦,にんく,인고,N1
怠慢,たいまん,태만,N1
倦怠,けんたい,권태,N1
怠惰,たいだ,게으름,N1
怠る,おこたる,게으름을 피우다/방심하다/좀 나아지다,N1
怠ける,なまける,게으름 피우다/기운이 없어지다/무디어지다,N1
欠如,けつじょ,결여,N1
如実,にょじつ,여실,N1
如来,にょらい,여래,N1
寮,りょう,기숙사,N1
寮生活,りょうせいかつ,기숙사 생활,N1
寮生,りょうせい,기숙사생,N1
鉛筆,えんぴつ,연필,N1
亜鉛,あえん,아연,N1
黒鉛,こくえん,흑연,N1
鉛,なまり,납,N1
真珠,しんじゅ,진주,N1
珠算,しゅざん,주산,N1
凝固,ぎょうこ,응고,N1
凝結,ぎょうけつ,응결,N1
凝視,ぎょうし,응시,N1
育苗,いくびょう,육묘(모종을 기름),N1
種苗,しゅびょう,종묘(씨앗과 모종),N1
苗木,なえぎ,묘목,N1
苗代,なわしろ,못자리,N1
猛獣,もうじゅう,맹수,N1
野獣,やじゅう,야수,N1
怪獣,かいじゅう,괴수,N1
獣,けもの,짐승,N1
獣道,けものみち,숲 속에 난 짐승마다의 특유한 길,N1
哀悼,あいとう,애도,N1
哀愁,あいしゅう,애수,N1
哀願,あいがん,애원,N1
悲哀,ひあい,비애,N1
跳躍,ちょうやく,도약,N1
巨匠,きょしょう,거장,N1
師匠,ししょう,스승,N1
垂直,すいちょく,수직,N1
懸垂,けんすい,현수,N1
大蛇,だいじゃ,큰 뱀,N1
蛇口,じゃぐち,수도꼭지,N1
蛇足,だそく,사족(군더더기),N1
竜頭蛇尾,りゅうとうだび,용두사미,N1
毒蛇,どくへび,독사,N1
清澄,せいちょう,청징(맑고 깨끗함),N1
裁縫,さいほう,재봉,N1
縫製,ほうせい,봉제,N1
縫合,ほうごう,봉합,N1
僧侶,そうりょ,승려,N1
高僧,こうそう,고승,N1
僧正,そうじょう,승정,N1
幾何学,きかがく,기하학,N1
幾つ,いくつ,몇 개/몇 살,N1
幾ら,いくら,얼마/얼마나,N1
眺望,ちょうぼう,조망/전망,N1
唐辛子,とうがらし,고추,N1
唐突,とうとつ,뜻밖/돌연,N1
荒唐,こうとう,황당,N1
唐草模様,からくさもよう,당초 무늬,N1
呉越同舟,ごえつどうしゅう,오월동주,N1
平凡,へいぼん,평범,N1
凡人,ぼんじん,범인(평범한 사람),N1
非凡,ひぼん,비범,N1
凡例,はんれい,범례,N1
休憩,きゅうけい,휴게,N1
淑媛,しゅくえん,숙원(숙녀),N1
愛媛県,えひめけん,에히메 현(일본의 지명),N1
下水溝,げすいこう,하수구,N1
排水溝,はいすいこう,배수구,N1
溝川,みぞがわ,도랑/개천,N1
恭順,きょうじゅん,공순(순종),N1
恭敬,きょうけい,공경,N1
睡眠,すいみん,수면,N1
昏睡,こんすい,혼수,N1
熟睡,じゅくすい,푹 잠,N1
錯覚,さっかく,착각,N1
錯誤,さくご,착오,N1
錯乱,さくらん,착란,N1
伯父,はくふ,백부,N1
伯仲,はくちゅう,백중(세력이 팽팽함),N1
画伯,がはく,화백,N1
穀物,こくもつ,곡물,N1
脱穀,だっこく,탈곡,N1
穀倉,こくそう,곡창,N1
陵墓,りょうぼ,능묘,N1
丘陵,きゅうりょう,구릉,N1
陵辱,りょうじょく,능욕,N1
陵,みささぎ,능,N1
濃霧,のうむ,농무(짙은 안개),N1
雲霧,うんむ,운무,N1
噴霧器,ふんむき,분무기,N1
霧雨,きりさめ,안개비,N1
霧雲,きりぐも,안개구름(산에 낮게 떠도는 구름),N1
霊魂,れいこん,영혼,N1
心魂,しんこん,심혼,N1
闘魂,とうこん,투혼,N1
魂,たましい,영혼,N1
大和魂,やまとだましい,야마토 정신(일본 고유의 정신),N1
弊害,へいがい,폐해,N1
疲弊,ひへい,피폐,N1
弊習,へいしゅう,폐습,N1
王妃,おうひ,왕비,N1
正妃,せいひ,정비(임금의 정처),N1
皇妃,こうひ,황비(황후),N1
船舶,せんぱく,선박,N1
飢餓,きが,기아,N1
餓死,がし,아사,N1
餓鬼,がき,아귀,N1
窮乏,きゅうぼう,궁핍,N1
窮地,きゅうち,궁지,N1
困窮,こんきゅう,곤궁,N1
窮屈,きゅうくつ,갑갑함/답답함,N1
掌握,しょうあく,장악,N1
合掌,がっしょう,합장,N1
美麗,びれい,미려,N1
華麗,かれい,화려,N1
美辞麗句,びじれいく,미사여구,N1
悪臭,あくしゅう,악취,N1
口臭,こうしゅう,구취,N1
臭う,におう,냄새가 나다/악취가 나다/낌새가 풍기다,N1
喜悦,きえつ,희열,N1
悦楽,えつらく,열락,N1
白刃,はくじん,백인(빼어든 칼날),N1
凶刃,きょうじん,흉인(살인에 쓰는 칼),N1
自刃,じじん,자인(칼로 자살함),N1
刃物,はもの,날붙이,N1
両刃,りょうば,양날,N1
捕縛,ほばく,포박,N1
束縛,そくばく,속박,N1
陽暦,ようれき,양력,N1
陰暦,いんれき,음력,N1
暦法,れきほう,역법,N1
西暦,せいれき,서력,N1
適宜,てきぎ,적의(적당),N1
便宜,べんぎ,편의,N1
時宜,じぎ,시의(적절한 때),N1
盲信,もうしん,맹신,N1
色盲,しきもう,색맹,N1
文盲,もんもう,문맹,N1
盲目,もうもく,맹목,N1
純粋,じゅんすい,순수,N1
精粋,せいすい,정수(가장 순수하고 좋은 부분),N1
抜粋,ばっすい,발췌,N1
屈辱,くつじょく,굴욕,N1
侮辱,ぶじょく,모욕,N1
恥辱,ちじょく,치욕,N1
雪辱,せつじょく,설욕,N1
管轄,かんかつ,관할,N1
直轄,ちょっかつ,직할,N1
類人猿,るいじんえん,유인원,N1
猿,さる,원숭이,N1
弦楽器,げんがっき,현악기,N1
管弦楽,かんげんがく,관현악,N1
上弦,じょうげん,상현,N1
下弦,かげん,하현,N1
窒息,ちっそく,질식,N1
窒素,ちっそ,질소,N1
自炊,じすい,자취,N1
炊事,すいじ,취사,N1
洪水,こうずい,홍수,N1
摂理,せつり,섭리,N1
摂取,せっしゅ,섭취,N1
摂政,せっしょう,섭정,N1
摂生,せっせい,섭생,N1
飽食,ほうしょく,포식,N1
飽和,ほうわ,포화,N1
冗談,じょうだん,농담,N1
冗長,じょうちょう,장황함,N1
冗費,じょうひ,낭비,N1
桜桃,おうとう,앵도,N1
白桃,はくとう,백도,N1
桃,もも,복숭아,N1
桃色,ももいろ,복숭아빛,N1
狩猟,しゅりょう,수렵,N1
狩,か,る 토끼를 사냥하다,N1
狩,か,りをする 사냥을 하다,N1
朱肉,しゅにく,인주,N1
朱色,しゅいろ,주홍색,N1
朱雀,しゅじゃく,주작,N1
渦中,かちゅう,와중,N1
戦渦,せんか,전와(전쟁의 소용돌이),N1
渦巻き,うずまき,소용돌이,N1
紳士,しんし,신사,N1
中枢,ちゅうすう,중추,N1
枢軸,すうじく,추축,N1
枢軸国,すうじくこく,추축국,N1
碑石,ひせき,비석,N1
碑銘,ひめい,비명(비석에 새긴 글),N1
墓碑,ぼひ,묘비,N1
記念碑,きねんひ,기념비,N1
鍛練,たんれん,단련,N1
鍛造,たんぞう,단조,N1
日本刀,にほんとう,일본도,N1
刀剣,とうけん,도검,N1
短刀,たんとう,단도,N1
刀,かたな,칼,N1
太刀,たち,대도,N1
竹刀,しない,죽도,N1
鼓動,こどう,고동,N1
太鼓,たいこ,북,N1
鼓,つづみ,장구/북,N1
舌鼓,したつづみ,입맛을 다심,N1
裸身,らしん,나신,N1
裸体,らたい,나체,N1
裸,はだか,알몸,N1
猶予,ゆうよ,유예,N1
金塊,きんかい,금괴,N1
土塊,どかい,토괴(흙덩이),N1
旋回,せんかい,선회,N1
旋律,せんりつ,선율,N1
螺旋,らせん,나선,N1
弓道,きゅうどう,궁도,N1
弓術,きゅうじゅつ,궁술,N1
弓矢,ゆみや,궁시(활과 화살),N1
貨幣,かへい,화폐,N1
紙幣,しへい,지폐,N1
網膜,もうまく,망막,N1
粘膜,ねんまく,점막,N1
角膜,かくまく,각막,N1
鼓膜,こまく,고막,N1
扇風機,せんぷうき,선풍기,N1
扇動,せんどう,선동,N1
扇形,おうぎがた,부채꼴,N1
大腸,だいちょう,대장,N1
小腸,しょうちょう,소장,N1
腸炎,ちょうえん,장염,N1
水槽,すいそう,수조,N1
浴槽,よくそう,욕조,N1
慈愛,じあい,자애,N1
慈悲,じひ,자비,N1
慈父,じふ,자부(인자한 아버지),N1
仁慈,じんじ,인자,N1
征伐,せいばつ,정벌,N1
討伐,とうばつ,토벌,N1
殺伐,さつばつ,살벌,N1
紛糾,ふんきゅう,분규,N1
糾明,きゅうめい,규명,N1
糾弾,きゅうだん,규탄,N1
糾合,きゅうごう,규합,N1
墳墓,ふんぼ,분묘,N1
古墳,こふん,고분,N1
紺色,こんいろ,감색,N1
恐慌,きょうこう,공황,N1
娯楽,ごらく,오락,N1
毒舌,どくぜつ,독설,N1
口舌,こうぜつ,구설,N1
舌端,ぜったん,혀끝,N1
舌,した,혀,N1
二枚舌,にまいじた,일구이언(전후 모순된 말을 함),N1
羅列,られつ,나열,N1
羅針盤,らしんばん,나침반,N1
網羅,もうら,망라,N1
峡谷,きょうこく,협곡,N1
海峡,かいきょう,해협,N1
俸給,ほうきゅう,봉급,N1
年俸,ねんぽう,연봉,N1
九分九厘,くぶくりん,99퍼센트,N1
最高峰,さいこうほう,최고봉,N1
霊峰,れいほう,영봉(신성시되는 산),N1
醸造,じょうぞう,양조,N1
醸成,じょうせい,양성,N1
弔問,ちょうもん,조문,N1
慶弔,けいちょう,경조,N1
甲乙,こうおつ,갑을,N1
果汁,かじゅう,과즙,N1
液汁,えきじゅう,액즙,N1
乳汁,にゅうじゅう,유즙,N1
味噌汁,みそしる,된장국,N1
尼僧,にそう,비구니(여승),N1
尼寺,あまでら,여승방(여승만 사는 절),N1
普遍,ふへん,보편,N1
遍歴,へんれき,편력,N1
遍在,へんざい,편재(두루 퍼져 있음),N1
均衡,きんこう,균형,N1
平衡,へいこう,평형,N1
薫風,くんぷう,훈풍,N1
薫製,くんせい,훈제,N1
香る,かおる,향기가 나다,N1
薫る,かおる,상쾌하게 느껴지다,N1
狩猟,しゅりょう,수렵,N1
密猟,みつりょう,밀렵,N1
渉猟,しょうりょう,섭렵,N1
羊毛,ようもう,양모(양털),N1
羊,ひつじ,양,N1
約款,やっかん,약관,N1
定款,ていかん,정관,N1
借款,しゃっかん,차관,N1
閲覧,えつらん,열람,N1
検閲,けんえつ,검열,N1
偵察,ていさつ,정찰,N1
探偵,たんてい,탐정,N1
密偵,みってい,밀정,N1
一喝,いっかつ,일갈,N1
恐喝,きょうかつ,공갈,N1
果敢,かかん,과감,N1
勇敢,ゆうかん,용감,N1
敢行,かんこう,감행,N1
胎児,たいじ,태아,N1
受胎,じゅたい,수태,N1
胎動,たいどう,태동,N1
母胎,ぼたい,모태,N1
胎生,たいせい,태생,N1
発酵,はっこう,발효,N1
酵母,こうぼ,효모,N1
酵素,こうそ,효소,N1
憤慨,ふんがい,분개,N1
悲憤,ひふん,비분,N1
養豚,ようとん,양돈,N1
豚カツ,とんカツ,돈까스,N1
豚肉,ぶたにく,돼지고기,N1
遮断,しゃだん,차단,N1
遮光,しゃこう,차광,N1
門扉,もんぴ,문짝/대문,N1
自動扉,じどうとびら,자동문,N1
硫酸,りゅうさん,황산,N1
硫黄,いおう,황,N1
赦免,しゃめん,사면,N1
特赦,とくしゃ,특사,N1
容赦,ようしゃ,용서,N1
窃盗,せっとう,절도,N1
気泡,きほう,기포,N1
泡沫,ほうまつ,포말(물거품),N1
水泡,すいほう,수포(물거품),N1
泡立つ,あわだつ,거품이 일다,N1
慨嘆,がいたん,개탄,N1
憤慨,ふんがい,분개,N1
感慨,かんがい,감개,N1
紡績,ぼうせき,방적,N1
悔恨,かいこん,회한,N1
怨恨,えんこん,원한,N1
痛恨,つうこん,통한,N1
脂肪,しぼう,지방,N1
扶養,ふよう,부양,N1
扶助,ふじょ,부조,N1
戯曲,ぎきょく,희곡,N1
遊戯,ゆうぎ,유희,N1
忌避,きひ,기피,N1
禁忌,きんき,금기,N1
濁流,だくりゅう,탁류,N1
濁音,だくおん,탁음,N1
奔流,ほんりゅう,분류(격류),N1
狂奔,きょうほん,광분,N1
奔走,ほんそう,(일이 잘되도록) 분주하게 뛰어다님,N1
斗酒,としゅ,두주(말술),N1
北斗七星,ほくとしちせい,북두칠성,N1
迅速,じんそく,신속,N1
疾風迅雷,しっぷうじんらい,질풍신뢰(맹렬한 기세와 민첩한 행동),N1
肖像,しょうぞう,초상,N1
不肖,ふしょう,불초,N1
植木鉢,うえきばち,화분,N1
衣鉢,いはつ,의발(가사와 바리때/스승에게서 받는 불도의 오의),N1
不朽,ふきゅう,불후,N1
老朽,ろうきゅう,노후,N1
甲殻,こうかく,갑각,N1
地殻,ちかく,지각,N1
貝殻,かいがら,조개껍데기,N1
享有,きょうゆう,향유,N1
享受,きょうじゅ,향수,N1
享楽,きょうらく,향락,N1
藩主,はんしゅ,번주(에도시대의 영주),N1
沙汰,さた,소식/통지/기별,N1
無沙汰,ぶさた,소식이 오랫동안 끊어짐,N1
媒介,ばいかい,매개,N1
触媒,しょくばい,촉매,N1
媒酌,ばいしゃく,중매,N1
媒酌人,ばいしゃくにん,중매쟁이,N1
養鶏,ようけい,양계,N1
鶏肉,けいにく,닭고기,N1
鶏,にわとり,닭,N1
禅宗,ぜんしゅう,선종,N1
座禅,ざぜん,좌선,N1
禅僧,ぜんそう,선승,N1
委嘱,いしょく,위촉,N1
嘱託,しょくたく,촉탁(청탁),N1
胴体,どうたい,동체(몸통),N1
胴衣,どうい,조끼,N1
更迭,こうてつ,경질/교체,N1
挿入,そうにゅう,삽입,N1
挿画,そうが,삽화,N1
砂嵐,すなあらし,모래폭풍,N1
脊椎,せきつい,척추,N1
腰椎,ようつい,요추,N1
椎間板,ついかんばん,추간판,N1
絹糸,けんし,견사(명주실),N1
純絹,じゅんけん,순견,N1
絹物,きぬもの,견직물/비단옷,N1
陪席,ばいせき,배석,N1
陪審員,ばいしんいん,배심원,N1
解剖,かいぼう,해부,N1
剖検,ぼうけん,부검,N1
系譜,けいふ,계보/족보,N1
楽譜,がくふ,악보,N1
悠久,ゆうきゅう,유구(영구),N1
悠々,ゆうゆう,느긋함/여유있음,N1
悠々自適,ゆうゆうじてき,유유자적,N1
淑女,しゅくじょ,숙녀,N1
貞淑,ていしゅく,정숙,N1
静粛,せいしゅく,정숙,N1
帆船,はんせん,범선,N1
出帆,しゅっぱん,출범,N1
帆柱,ほばしら,돛대,N1
暁星,ぎょうせい,샛별,N1
今暁,こんぎょう,오늘 새벽,N1
暁,あかつき,새벽/새벽녘,N1
傑作,けっさく,걸작,N1
豪傑,ごうけつ,호걸,N1
傑出,けっしゅつ,걸출,N1
警笛,けいてき,경적,N1
汽笛,きてき,기적(기차 소리),N1
口笛,くちぶえ,휘파람,N1
草笛,くさぶえ,풀피리,N1
奴隷,どれい,노예,N1
農奴,のうど,농노,N1
手錠,てじょう,수갑,N1
施錠,せじょう,시정(자물쇠를 채움),N1
錠剤,じょうざい,알약,N1
拳銃,けんじゅう,권총,N1
憲法,けんぽう,권법,N1
拳,こぶし,주먹,N1
遷都,せんと,천도,N1
変遷,へんせん,변천,N1
左遷,させん,좌천,N1
拙劣,せつれつ,졸렬,N1
稚拙,ちせつ,치졸,N1
拙著,せっちょ,졸저,N1
拙者,せっしゃ,소생(자신의 겸칭),N1
侍女,じじょ,시녀,N1
侍従,じじゅう,시종,N1
侍,さむらい,사무라이,N1
縮尺,しゅくしゃく,축척,N1
尺度,しゃくど,척도,N1
尺貫法,しゃっかんほう,척관법(옛 일본의 도량형),N1
峠,とうげ,고개/고비,N1
峠道,とうげみち,고갯길,N1
篤実,とくじつ,독실,N1
危篤,きとく,위독,N1
渇望,かつぼう,갈망,N1
枯渇,こかつ,고갈,N1
叔父,しゅくふ,숙부,N1
雌雄,しゆう,자웅,N1
雌伏,しふく,자복(남에게 굴종하며 따름),N1
雌牛,めうし,암소,N1
雌,めす,암컷,N1
堪忍,かんにん,감인(인내),N1
堪能,かんのう,뛰어남/만족함,N1
叙述,じょじゅつ,서술,N1
叙事詩,じょじし,서사시,N1
酢酸,さくさん,초산(아세트산),N1
酢,す,초/식초,N1
酢豚,すぶた,탕수육,N1
吟味,ぎんみ,음미,N1
吟遊詩人,ぎんゆうしじん,음유시인,N1
逓信,ていしん,체신(우편/전신 업무),N1
逓送,ていそう,체송(여러 사람을 거쳐서 보냄),N1
甚大,じんだい,심대,N1
激甚,げきじん,격심,N1
崇拝,すうはい,숭배,N1
崇高,すうこう,숭고,N1
漆黒,しっこく,칠흑,N1
漆器,しっき,칠기,N1
漆,うるし,옻나무/옻(칠),N1
岬,みさき,곶/갑,N1
潔癖,けっぺき,결벽,N1
悪癖,あくへき,못된 버릇,N1
癖,くせ,버릇/습관,N1
口癖,くちぐせ,입버릇,N1
愉快,ゆかい,유쾌,N1
愉悦,ゆえつ,유열,N1
岩礁,がんしょう,암초,N1
座礁,ざしょう,"좌초",N1
サンゴ礁,サンゴしょう,산호초,N1
駐屯,ちゅうとん,주둔,N1
駐屯地,ちゅうとんち,주둔지,N1
婚姻,こんいん,혼인,N1
姻族,いんぞく,인척,N1
模擬,もぎ,모의,N1
擬人化,ぎじんか,의인화,N1
擬態,ぎたい,의태,N1
土塀,どべい,토담,N1
板塀,いたべい,널빤장,N1
口唇,こうしん,구순(입술),N1
読唇術,どくしんじゅつ,독순술,N1
唇,くちびる,입술,N1
和睦,わぼく,화목,N1
親睦,しんぼく,친목,N1
閑寂,かんじゃく,한적,N1
閑散,かんさん,한산,N1
幽玄,ゆうげん,유현,N1
