Kanji,Meanings,On Yomi,Kun Yomi,Pronunciations,Level
詰,"[""문책하다"", ""힐난하다""]","[""キツ""]","[""つ(める)、つ(まる)、つ(む)""]","[""물을/꾸짖을 힐""]",N2
双,"[""쌍"", ""짝""]","[""ソウ""]","[""ふた""]","[""두 쌍""]",N2
刺,"[""찌르다""]","[""シ""]","[""さ(す)、さ(さる)""]","[""찌를 자""]",N2
到,"[""도착하다"", ""도달하다""]","[""トウ""]",[],"[""이를 도""]",N2
寝,"[""잠자리에 들다"", ""눕다""]","[""シン""]","[""ね(る)、ね(かす)""]","[""잠잘 침""]",N2
壁,"[""벽""]","[""ヘキ""]","[""かべ""]","[""벽 벽""]",N2
仮,"[""가짜"", ""거짓""]","[""カ、ケ""]","[""かり""]","[""거짓 가""]",N2
純,"[""순수한"", ""진실한"", ""있는 그대로의""]","[""ジュン""]",[],"[""순수할 순""]",N2
盗,"[""훔치다"", ""도둑""]","[""トウ""]","[""ぬす(む)""]","[""훔칠 도""]",N2
吸,"[""(숨을) 들이쉬다""]","[""キュウ""]","[""す(う)""]","[""마실 흡""]",N2
看,"[""살펴보다"", ""보살피다""]","[""カン""]",[],"[""볼 간""]",N2
翌,"[""이튿날"", ""다음""]","[""ヨク""]",[],"[""다음날 익""]",N2
快,"[""상쾌한"", ""재미있는"", ""빠른""]","[""カイ""]","[""こころよ(い)""]","[""쾌할 쾌""]",N2
片,"[""조각"", ""파편""]","[""ヘン""]","[""かた""]","[""조각 편""]",N2
敬,"[""공경하다"", ""존중하다""]","[""ケイ""]","[""うやま(う)""]","[""공경 경""]",N2
悩,"[""고민하다""]","[""ノウ""]","[""なや(む)、なや(ます)""]","[""번뇌할 뇌""]",N2
泉,"[""샘"", ""샘물""]","[""セン""]","[""いずみ""]","[""샘 천""]",N2
御,"[""통치하다"", ""거느리다"", ""막다""]","[""ギョ、ゴ""]","[""おん""]","[""거느릴 어""]",N2
荒,"[""거친"", ""황폐한""]","[""コウ""]","[""あら(い)、あ(れる)、あ(らす)""]","[""거칠 황""]",N2
硬,"[""딱딱한"", ""단단한""]","[""コウ""]","[""かた(い)""]","[""굳을 경""]",N2
埋,"[""묻다"", ""묻히다""]","[""マイ""]","[""う(める)、う(まる)、う(もれる)""]","[""묻을 매""]",N2
袋,"[""자루"", ""주머니""]","[""タイ""]","[""ふくろ""]","[""자루 대""]",N2
忘,"[""잊다""]","[""ボウ""]","[""わす(れる)""]","[""잊을 망""]",N2
吹,"[""불다""]","[""スイ""]","[""ふ(く)""]","[""불 취""]",N2
宝,"[""보물""]","[""ホウ""]","[""たから""]","[""보배 보""]",N2
封,"[""봉하다"", ""닫다""]","[""フウ、ホウ""]",[],"[""봉할 봉""]",N2
胸,"[""가슴""]","[""キョウ""]","[""むね、むな""]","[""가슴 흉""]",N2
娘,"[""처녀"", ""소녀"", ""딸""]",[],"[""むすめ""]","[""계집 낭""]",N2
砂,"[""모래""]","[""サ、シャ""]","[""すな""]","[""모래 사""]",N2
誤,"[""틀리다"", ""실수하다""]","[""ゴ""]","[""あやま(る)""]","[""그르칠 오""]",N2
賢,"[""현명하다""]","[""ケン""]","[""かしこ(い)""]","[""어질 현""]",N2
腕,"[""팔"", ""능력"", ""실력""]","[""ワン""]","[""うで""]","[""팔뚝 완""]",N2
較,"[""비교하다""]","[""カク""]",[],"[""견줄 교""]",N2
床,"[""평상(침상"", ""걸상"", ""병상 등)""]","[""ショウ""]","[""とこ、ゆか""]","[""평상 상""]",N2
慣,"[""익숙해지다"", ""습관""]","[""カン""]","[""な(れる)、な(らす)""]","[""익숙할 관""]",N2
尊,"[""존경하다"", ""소중하다""]","[""ソン""]","[""たっと(い)、とうと(い)、たっと(ぶ)、とうと(ぶ)""]","[""높을 존""]",N2
窓,"[""창문""]","[""ソウ""]","[""まど""]","[""창 창""]",N2
柔,"[""부드러운"", ""유순한""]","[""ジュウ、ニュウ""]","[""やわ(らか)、やわ(らかい)""]","[""부드러울 유""]",N2
殿,"[""전각"", ""궁전""]","[""デン、テン""]","[""との、どの""]","[""전각 전""]",N2
濃,"[""짙다"", ""진하다""]","[""ノウ""]","[""こ(い)""]","[""짙을 농""]",N2
液,"[""액체""]","[""エキ""]",[],"[""진 액""]",N2
貧,"[""가난하다"", ""부족하다""]","[""ヒン、ビン""]","[""まず(しい)""]","[""가난할 빈""]",N2
肩,"[""어깨""]","[""ケン""]","[""かた""]","[""어깨 견""]",N2
零,"[""극히 작다"", ""0""]","[""レイ""]",[],"[""떨어질/영 영""]",N2
怒,"[""화내다"", ""분노하다""]","[""ド""]","[""いか(る)、おこ(る)""]","[""성낼 노""]",N2
祖,"[""조상"", ""시조""]","[""ソ""]",[],"[""할아버지 조""]",N2
幼,"[""어리다"", ""미숙하다""]","[""ヨウ""]","[""おさな(い)""]","[""어릴 유""]",N2
泊,"[""머무르다"", ""숙박하다""]","[""ハク""]","[""と(まる)、と(める)""]","[""머무를 박""]",N2
杯,"[""술잔"", ""세는 단위(수저/잔 등)""]","[""ハイ""]","[""さかずき""]","[""잔 배""]",N2
甘,"[""달콤하다"", ""만족하다""]","[""カン""]","[""あま(い)、あま(える)、あま(やかす)""]","[""달 감""]",N2
掃,"[""쓸다"", ""제거하다""]","[""ソウ""]","[""は(く)""]","[""쓸 소""]",N2
掘,"[""파다"", ""파내다""]","[""クツ""]","[""ほ(る)""]","[""팔 굴""]",N2
疲,"[""피로하다"", ""피곤하다""]","[""ヒ""]","[""つか(れる)""]","[""피곤할 피""]",N2
捨,"[""버리다""]","[""シャ""]","[""す(てる)""]","[""버릴 사""]",N2
皆,"[""모두"", ""전부""]","[""カイ""]","[""みな""]","[""다 개""]",N2
軟,"[""부드러운"", ""연한""]","[""ナン""]","[""やわ(らか)、やわ(らかい)""]","[""연할 연""]",N2
沈,"[""잠기다"", ""가라앉다""]","[""チン""]","[""しず(む)、しず(める)""]","[""잠길 침""]",N2
凍,"[""얼다""]","[""トウ""]","[""こお(る)、こご(える)""]","[""얼 동""]",N2
腹,"[""배""]","[""フク""]","[""はら""]","[""배 복""]",N2
乳,"[""젖"", ""유방""]","[""ニュウ""]","[""ちち、ち""]","[""젖 유""]",N2
煙,"[""연기"", ""그을음""]","[""エン""]","[""けむ(る)、けむり、けむ(い)""]","[""연기 연""]",N2
恋,"[""그리워하다"", ""사모하다""]","[""レン""]","[""こ(う)、こい、こい(しい)""]","[""사모할 연""]",N2
紅,"[""붉다"", ""홍색""]","[""コウ、ク""]","[""べに、くれない""]","[""붉을 홍""]",N2
郊,"[""변두리"", ""교외""]","[""コウ""]",[],"[""들 교""]",N2
腰,"[""허리""]","[""ヨウ""]","[""こし""]","[""허리 요""]",N2
踊,"[""춤추다""]","[""ヨウ""]","[""おど(る)""]","[""뛸 용""]",N2
冊,"[""책""]","[""サツ、サク""]",[],"[""책 책""]",N2
眠,"[""잠자다"", ""졸리다""]","[""ミン""]","[""ねむ(る)、ねむ(い)""]","[""잘 면""]",N2
怖,"[""두려워하다"", ""무서워하다""]","[""フ""]","[""こわ(い)""]","[""두려워할 포""]",N2
珍,"[""진귀한"", ""흔치 않은""]","[""チン""]","[""めずら(しい)""]","[""보배 진""]",N2
卵,"[""알""]","[""ラン""]","[""たまご""]","[""알 란""]",N2
狭,"[""좁다"", ""좁히다""]","[""キョウ""]","[""せま(い)、せば(める)、せば(まる)""]","[""좁을 협""]",N2
喫,"[""씹다"", ""먹다"", ""만끽하다""]","[""キツ""]",[],"[""먹을 끽""]",N2
干,"[""마를 건"", ""방패"", ""줄기"", ""상관하다"", ""마르다""]","[""カン""]","[""ほ(す)、ひ(る)""]","[""방패/줄기 간""]",N2
頂,"[""정상"", ""꼭대기""]","[""チョウ""]","[""いただ(く)、いただき""]","[""정수리 정""]",N2
溶,"[""녹다"", ""녹이다""]","[""ヨウ""]","[""と(ける)、と(かす)、と(く)""]","[""녹을 용""]",N2
暖,"[""따뜻하다""]","[""ダン""]","[""あたた(か)、あたた(かい)、あたた(まる)、あたた(める)""]","[""따뜻할 난""]",N2
鉱,"[""광석"", ""광물""]",[],[],"[""광물 광""]",N2
涙,"[""눈물""]","[""ルイ""]","[""なみだ""]","[""눈물 루""]",N2
匹,"[""짝"", ""상대"", ""~필(동물을 세는 단위)""]","[""ヒツ""]","[""ひき""]","[""짝 필""]",N2
鋭,"[""날카로운"", ""예리한""]","[""エイ""]","[""するど(い)""]","[""날카로울 예""]",N2
枝,"[""가지"", ""나뭇가지""]",[],"[""えだ""]","[""가지 지""]",N2
塗,"[""칠하다"", ""바르다""]","[""ト""]","[""ぬ(る)""]","[""칠할 도""]",N2
軒,"[""처마"", ""가옥""]","[""ケン""]","[""のき""]","[""집 헌""]",N2
晩,"[""저녁"", ""밤"", ""늦다""]","[""バン""]",[],"[""늦을 만""]",N2
叫,"[""울부짖다"", ""부르짖다""]","[""キョウ""]","[""さけ(ぶ)""]","[""부르짖을 규""]",N2
拝,"[""절하다"", ""경의를 표하다""]","[""ハイ""]","[""おが(む)""]","[""절 배""]",N2
乾,"[""마르다"", ""말리다""]","[""カン""]","[""かわ(く)、かわ(かす)""]","[""마를 건""]",N2
棒,"[""막대"", ""봉""]","[""ボウ""]",[],"[""막대 봉""]",N2
祈,"[""빌다"", ""기원하다""]","[""キ""]","[""いの(る)""]","[""빌 기""]",N2
髪,"[""머리카락""]","[""ハツ""]","[""かみ""]","[""터럭 발""]",N2
忙,"[""바쁘다""]","[""ボウ""]","[""いそが(しい)""]","[""바쁠 망""]",N2
綿,"[""솜"", ""무명""]","[""メン""]","[""わた""]","[""솜 면""]",N2
汗,"[""땀""]","[""カン""]","[""あせ""]","[""땀 한""]",N2
銅,"[""구리""]","[""ドウ""]",[],"[""구리 동""]",N2
湿,"[""습기차다"", ""젖다""]","[""シツ""]","[""しめ(る)、しめ(す)""]","[""젖을 습""]",N2
咲,"[""(꽃이)피다""]",[],"[""さ(く)""]","[""필 소""]",N2
召,"[""부르다"", ""소환""]","[""ショウ""]","[""め(す)""]","[""부를 소""]",N2
脂,"[""기름"", ""지방""]","[""シ""]","[""あぶら""]","[""기름 지""]",N2
蒸,"[""찌다"", ""증기""]","[""ジョウ""]","[""む(れる)、む(らす)、む(す)""]","[""찔 증""]",N2
肌,"[""살갗"", ""피부""]",[],"[""はだ""]","[""살 기""]",N2
靴,"[""구두""]","[""カ""]","[""くつ""]","[""신 화""]",N2
耕,"[""밭을 갈다"", ""경작하다""]","[""コウ""]","[""たがや(す)""]","[""밭 갈 경""]",N2
鈍,"[""둔하다"", ""무디다""]","[""ドン""]","[""にぶ(い)、にぶ(る)""]","[""둔할 둔""]",N2
恥,"[""부끄러워하다"", ""부끄러움""]","[""チ""]","[""は(じる)、はじ、は(じらう)、は(ずかしい)""]","[""부끄러울 치""]",N2
泥,"[""진흙""]","[""デイ""]","[""どろ""]","[""진흙 니""]",N2
隅,"[""구석"", ""모퉁이""]","[""グウ""]","[""すみ""]","[""모퉁이 우""]",N2
偶,"[""우연"", ""짝"", ""배필"", ""우상""]","[""グウ""]",[],"[""짝 우""]",N2
辛,"[""맵다"", ""가혹하다"", ""괴롭다""]","[""シン""]","[""から(い)""]","[""매울 신""]",N2
磨,"[""갈다"", ""윤기나게 닦다"", ""연마하다""]",[],"[""みが(く)""]","[""갈 마""]",N2
姓,"[""성씨""]","[""セイ、ショウ""]",[],"[""성 성""]",N2
筒,"[""통"", ""원통""]","[""トウ""]","[""つつ""]","[""통 통""]",N2
粒,"[""낟알"", ""입자""]","[""リュウ""]","[""つぶ""]","[""낟알 립""]",N2
詞,"[""말"", ""언어"", ""시""]","[""シ""]",[],"[""말/글 사""]",N2
偉,"[""위대하다"", ""뛰어나다""]","[""イ""]","[""えら(い)""]","[""클 위""]",N2
畳,"[""(이불 등을) 접다"", ""개다"", ""다다미""]","[""ジョウ""]","[""たた(む)、たたみ""]","[""겹쳐질 첩""]",N2
机,"[""책상"", ""탁자""]","[""キ""]","[""つくえ""]","[""책상 궤""]",N2
膚,"[""피부""]","[""フ""]",[],"[""살갗 부""]",N2
濯,"[""씻다"", ""세탁""]","[""タク""]",[],"[""씻을 탁""]",N2
猫,"[""고양이""]","[""ビョウ""]","[""ねこ""]","[""고양이 묘""]",N2
塔,"[""탑""]","[""トウ""]",[],"[""탑 탑""]",N2
沸,"[""끓다"", ""용솟음치다""]","[""フツ""]","[""わ(く)、わ(かす)""]","[""끓을 비""]",N2
灰,"[""재""]","[""カイ""]","[""はい""]","[""재 회""]",N2
菓,"[""과자""]","[""カ""]",[],"[""과자 과""]",N2
帽,"[""모자""]","[""ボウ""]",[],"[""모자 모""]",N2
枯,"[""마르다"", ""시들다"", ""고갈되다""]","[""コ""]","[""か(れる)、か(らす)""]","[""마를 고""]",N2
涼,"[""서늘하다"", ""시원하다""]","[""リョウ""]","[""すず(しい)、すず(む)""]","[""서늘할 량""]",N2
舟,"[""배""]","[""シュウ""]","[""ふね、ふな""]","[""배 주""]",N2
符,"[""부호"", ""기호""]","[""フ""]",[],"[""부호 부""]",N2
憎,"[""미워하다"", ""증오하다""]","[""ゾウ""]","[""にく(む)、にく(い)、にく(らしい)、にく(しみ)""]","[""미울 증""]",N2
肯,"[""긍정하다"", ""수긍하다""]","[""コウ""]",[],"[""즐길 긍""]",N2
燥,"[""마르다"", ""말리다""]","[""ソウ""]",[],"[""마를 조""]",N2
畜,"[""가축""]","[""チク""]",[],"[""짐승 축""]",N2
坊,"[""어린이"", ""승려"", ""동네""]","[""ボウ、ボッ""]",[],"[""동네 방""]",N2
挟,"[""(사이에)끼다"", ""끼이다""]","[""キョウ""]","[""はさ(む)、はさ(まる)""]","[""낄 협""]",N2
曇,"[""구름이 끼다"", ""흐리다""]","[""ドン""]","[""くも(る)""]","[""흐릴 담""]",N2
滴,"[""물방울"", ""방울져 떨어지다""]","[""テキ""]","[""しずく、したた(る)""]","[""물방울 적""]",N2
伺,"[""찾아뵙다""]","[""シ""]","[""うかが(う)""]","[""엿볼 사""]",N2
議,"[""의논하다"", ""상의하다""]","[""ギ""]",[],"[""의논할 의""]",N3
連,"[""잇다"", ""연결"", ""연속되다""]","[""レン""]","[""つら(なる)、つら(ねる)、つ(れる)""]","[""이을 연""]",N3
対,"[""대하다"", ""마주보다""]","[""タイ、ツイ""]",[],"[""대할 대""]",N3
部,"[""부분"", ""부서""]",[],[],"[""떼 부""]",N3
内,"[""안"", ""안쪽"", ""내부""]","[""ナイ、ダイ""]","[""うち""]","[""안 내""]",N3
相,"[""서로"", ""모양"", ""벼슬""]","[""ソウ、ショウ""]","[""あい""]","[""서로 상""]",N3
定,"[""정하다"", ""결정하다""]","[""テイ、ジョウ""]","[""さだ(める)、さだ(まる)、さだ(か)""]","[""정할 정""]",N3
選,"[""고르다"", ""선택하다""]","[""セン""]","[""えら(ぶ)""]","[""고를 선""]",N3
米,"[""쌀""]","[""ベイ、マイ""]","[""こめ""]","[""쌀 미""]",N3
実,"[""현실"", ""진실"", ""열매"", ""결실""]","[""ジツ""]","[""み、みの(る)""]","[""열매 실""]",N3
関,"[""관계되다"", ""관문""]","[""カン""]","[""せき、かか(わる)""]","[""관계할 관""]",N3
決,"[""결정하다"", ""결단하다""]","[""ケツ""]","[""き(める)、き(まる)""]","[""결단할 결""]",N3
全,"[""모두"", ""전부"", ""전체""]","[""ゼン""]","[""まった(く)、すべ(て)""]","[""온전할 전""]",N3
表,"[""표면"", ""드러내다""]","[""ヒョウ""]","[""おもて、あらわ(す)、あらわ(れる)""]","[""겉 표""]",N3
戦,"[""전투"", ""전쟁"", ""싸움""]","[""セン""]","[""いくさ、たたか(う)""]","[""싸울 전""]",N3
最,"[""최고"", ""제일""]","[""サイ""]","[""もっと(も)""]","[""가장 최""]",N3
調,"[""조화"", ""조절하다"", ""조사하다"", ""운율""]","[""チョウ""]","[""しら(べる)、ととの(う)、ととの(える)""]","[""조절할 조""]",N3
化,"[""바뀌다"", ""변하다""]","[""カ、ケ""]","[""ば(ける)、ば(かす)""]","[""될 화""]",N3
当,"[""맞다"", ""맞히다"", ""들어맞다""]","[""トウ""]","[""あ(たる)、あ(てる)""]","[""마땅할 당""]",N3
約,"[""약속하다""]","[""ヤク""]",[],"[""맺을 약""]",N3
法,"[""법률"", ""법규"", ""방법""]","[""ホウ、ハッ、ホッ""]",[],"[""법 법""]",N3
的,"[""표적"", ""과녁"", ""~적(경향/성질/상태를 나타내는 어미)""]","[""テキ""]","[""まと""]","[""과녁 적""]",N3
要,"[""중요하다"", ""요긴하다""]","[""ヨウ""]","[""かなめ、い(る)""]","[""요긴할 요""]",N3
治,"[""다스리다"", ""치료하다""]","[""ジ、チ""]","[""おさ(める)、おさ(まる)、なお(る)、なお(す)""]","[""다스릴 치""]",N3
成,"[""이루다"", ""성취하다""]","[""セイ、ジョウ""]","[""な(る)、な(す)""]","[""이룰 성""]",N3
期,"[""시기"", ""때""]","[""キ、ゴ""]",[],"[""기약할 기""]",N3
公,"[""공평한"", ""공적인""]","[""コウ""]","[""おおやけ""]","[""공평할 공""]",N3
協,"[""협력하다""]","[""キョウ""]",[],"[""화합할 협""]",N3
取,"[""손에 잡다"", ""취하다""]","[""シュ""]","[""と(る)""]","[""가질 취""]",N3
和,"[""온화"", ""화목"", ""조화"", ""일본""]","[""ワ、オ""]","[""やわ(らぐ)、やわ(らげる)、なご(む)、なご(やか)""]","[""화할 화""]",N3
機,"[""기계"", ""기회"", ""베틀""]",[],"[""はた""]","[""틀 기""]",N3
平,"[""평평하다""]","[""ヘイ、ビョウ""]","[""たい(ら)、ひら""]","[""평평할 평""]",N3
加,"[""더하다""]","[""カ""]","[""くわ(える)、くわ(わる)""]","[""더할 가""]",N3
受,"[""받다"", ""받아들이다""]","[""ジュ""]","[""う(ける)、う(かる)""]","[""받을 수""]",N3
続,"[""계속하다"", ""이어지다""]","[""ゾク""]","[""つづ(く)、つづ(ける)""]","[""계속 속""]",N3
改,"[""개선하다"", ""고치다""]","[""カイ""]","[""あらた(める)、あらた(まる)""]","[""고칠 개""]",N3
数,"[""수"", ""숫자"", ""셈하다""]","[""スウ、ス""]","[""かず、かぞ(える)""]","[""셀 수""]",N3
記,"[""기록"", ""기억""]","[""キ""]","[""しる(す)""]","[""기록할 기""]",N3
初,"[""처음"", ""시초""]","[""ショ""]","[""はじ(め)、はじ(めて)、はつ、うい、そ(める)""]","[""처음 초""]",N3
指,"[""손가락"", ""가리키다""]","[""シ""]","[""ゆび、さ(す)""]","[""가리킬 지""]",N3
第,"[""순서를 나타내는 접두사""]","[""ダイ""]",[],"[""차례 제""]",N3
結,"[""맺다"", ""묶다"", ""결실""]","[""ケツ""]","[""むす(ぶ)、ゆ(う)、ゆ(わえる)""]","[""맺을 결""]",N3
点,"[""점""]","[""テン""]",[],"[""점 점""]",N3
府,"[""관청"", ""일본의 행정 구역 단위""]","[""フ""]",[],"[""마을 부""]",N3
活,"[""활력"", ""생기"", ""활동""]","[""カツ""]",[],"[""살 활""]",N3
原,"[""근원"", ""들판""]","[""ゲン""]","[""はら""]","[""근원 원""]",N3
共,"[""함께"", ""같이""]","[""キョウ""]","[""とも""]","[""한가지 공""]",N3
得,"[""얻다"", ""획득하다""]","[""トク""]","[""え(る)、う(る)""]","[""얻을 득""]",N3
交,"[""교차하다"", ""교제하다"", ""바뀌다""]","[""コウ""]","[""まじ(わる)、まじ(える)、ま(じる)、ま(ざる)、ま(ぜる)、か(う)、か(わす)""]","[""사귈 교""]",N3
予,"[""미리"", ""사전에""]",[],[],"[""미리 예""]",N3
向,"[""향하다""]","[""コウ""]","[""む(く)、む(ける)、む(かう)、む(こう)""]","[""향할 향""]",N3
勝,"[""이기다"", ""우수하다""]","[""ショウ""]","[""か(つ)、まさ(る)""]","[""이길 승""]",N3
面,"[""얼굴"", ""표면""]","[""メン""]","[""おも、おもて、つら""]","[""낯 면""]",N3
委,"[""맡기다"", ""위임하다""]","[""イ""]","[""ゆだ(ねる)""]","[""맡길 위""]",N3
告,"[""알리다"", ""보고하다""]","[""コク""]","[""つ(げる)""]","[""고할 고""]",N3
軍,"[""군대""]","[""グン""]",[],"[""군사 군""]",N3
反,"[""돌이키다"", ""뒤집다"", ""반대"", ""반사""]","[""ハン、ホン、タン""]","[""そ(る)、そ(らす)""]","[""돌이킬 반""]",N3
参,"[""참여"", ""참석"", ""참관""]","[""サン""]","[""まい(る)""]","[""참여할 참""]",N3
利,"[""이득"", ""이롭다"", ""쓸모있는""]",[],"[""き(く)""]","[""이로울 리""]",N3
